@relation wicket-1.5.3.0.arff

@attribute CountDeclMethodPrivate numeric
@attribute AvgLineCode numeric
@attribute CountLine numeric
@attribute MaxCyclomatic numeric
@attribute CountDeclMethodDefault numeric
@attribute AvgEssential numeric
@attribute CountDeclClassVariable numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute AvgLine numeric
@attribute CountDeclClassMethod numeric
@attribute AvgLineComment numeric
@attribute AvgCyclomaticModified numeric
@attribute CountDeclFunction numeric
@attribute CountLineComment numeric
@attribute CountDeclClass numeric
@attribute CountDeclMethod numeric
@attribute SumCyclomaticModified numeric
@attribute CountLineCodeDecl numeric
@attribute CountDeclMethodProtected numeric
@attribute CountDeclInstanceVariable numeric
@attribute MaxCyclomaticStrict numeric
@attribute CountDeclMethodPublic numeric
@attribute CountLineCodeExe numeric
@attribute SumCyclomatic numeric
@attribute SumEssential numeric
@attribute CountStmtDecl numeric
@attribute loc numeric
@attribute CountStmtExe numeric
@attribute RatioCommentToCode numeric
@attribute CountLineBlank numeric
@attribute CountStmt numeric
@attribute MaxCyclomaticModified numeric
@attribute CountSemicolon numeric
@attribute AvgLineBlank numeric
@attribute CountDeclInstanceMethod numeric
@attribute AvgCyclomaticStrict numeric
@attribute PercentLackOfCohesion numeric
@attribute MaxInheritanceTree numeric
@attribute CountClassDerived numeric
@attribute CountClassCoupled numeric
@attribute CountClassBase numeric
@attribute CountInput_Max numeric
@attribute CountInput_Mean numeric
@attribute CountInput_Min numeric
@attribute CountOutput_Max numeric
@attribute CountOutput_Mean numeric
@attribute CountOutput_Min numeric
@attribute CountPath_Max numeric
@attribute CountPath_Mean numeric
@attribute CountPath_Min numeric
@attribute MaxNesting_Max numeric
@attribute MaxNesting_Mean numeric
@attribute MaxNesting_Min numeric
@attribute COMM numeric
@attribute ADEV numeric
@attribute DDEV numeric
@attribute Added_lines numeric
@attribute Del_lines numeric
@attribute OWN_LINE numeric
@attribute OWN_COMMIT numeric
@attribute MINOR_COMMIT numeric
@attribute MINOR_LINE numeric
@attribute MAJOR_COMMIT numeric
@attribute MAJOR_LINE numeric
@attribute bug {TRUE,FALSE}

@data
0,4,67,1,0,1,2,3,1,7,0,3,1,3,34,2,3,3,12,1,0,1,2,6,3,3,11,26,4,1.31,7,15,1,10,0,3,1,100,5,0,1,1,3,1.0,0,3,2.3333333333333304,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.701492537313433,0.0,0,2,0,4,FALSE
0,7,42,1,0,1,1,1,1,11,0,4,1,1,24,1,1,1,8,0,0,1,1,5,1,1,8,14,2,1.71,4,10,1,8,0,1,1,100,5,0,2,1,0,0.0,0,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.523809523809524,0.0,0,3,0,1,FALSE
0,8,40,1,0,1,1,1,1,11,0,3,1,1,22,1,1,1,8,0,0,1,1,6,1,1,8,15,3,1.47,3,11,1,9,0,1,1,100,5,0,2,1,0,0.0,0,5,5.0,5,1,1.0,1,0,0.0,0,0,0,0,0,0,0.975,0.0,0,1,0,1,FALSE
0,10,99,1,0,1,3,4,1,14,0,3,1,4,37,3,4,4,22,0,3,1,4,26,4,4,24,53,14,0.7,9,38,1,32,0,4,1,100,5,0,3,2,5,3.5,2,8,5.75,5,1,1.0,1,0,0.0,0,0,0,0,0,0,0.8888888888888891,0.0,0,2,0,1,FALSE
0,9,42,2,0,1,1,3,2,15,0,6,2,1,25,1,1,2,4,0,0,3,1,5,2,1,4,14,4,1.79,3,8,2,5,0,1,3,100,5,0,1,1,3,3.0,3,5,5.0,5,2,2.0,2,1,1.0,1,0,0,0,0,0,0.5714285714285711,0.0,0,3,0,1,FALSE
0,5,40,1,0,1,1,1,1,9,0,4,1,1,25,1,1,1,6,0,0,1,1,3,1,1,6,11,1,2.27,4,7,1,5,0,1,1,100,5,0,2,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6,0.0,0,5,0,0,FALSE
0,5,40,1,0,1,1,1,1,9,0,4,1,1,25,1,1,1,6,0,0,1,1,3,1,1,6,11,1,2.27,4,7,1,5,0,1,1,100,5,0,2,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6,0.0,0,5,0,0,FALSE
0,5,40,1,0,1,1,1,1,9,0,4,1,1,25,1,1,1,6,0,0,1,1,3,1,1,6,11,1,2.27,4,7,1,5,0,1,1,100,5,0,2,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.975,0.0,0,1,0,1,FALSE
0,5,40,1,0,1,1,1,1,9,0,4,1,1,25,1,1,1,6,0,0,1,1,3,1,1,6,11,1,2.27,4,7,1,5,0,1,1,100,5,0,2,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,6,195,2,0,1,0,16,1,9,0,3,1,14,66,1,14,16,41,0,0,2,14,36,16,14,27,111,29,0.59,18,56,2,39,0,14,1,0,3,0,21,1,1,0.28571428571428603,0,7,2.0714285714285703,1,2,1.14285714285714,1,1,0.25,0,3,3,2,30,28,0.6205128205128211,0.666666666666667,0,4,2,5,FALSE
0,5,40,1,0,1,1,1,1,10,0,5,1,1,26,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.36,3,7,1,5,0,1,1,100,5,0,1,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,1,1,1,1,2,0.625,1.0,0,4,1,1,FALSE
0,5,40,1,0,1,1,1,1,9,0,4,1,1,25,1,1,1,6,0,0,1,1,3,1,1,6,11,1,2.27,4,7,1,5,0,1,1,100,5,0,2,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.575,0.0,0,3,0,1,FALSE
0,8,66,1,0,1,2,3,1,12,0,3,1,3,29,2,3,3,11,0,1,1,3,13,3,3,13,31,7,0.94,6,20,1,16,0,3,1,100,5,0,2,2,4,2.6666666666666696,2,5,3.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.878787878787879,0.0,0,2,0,1,FALSE
0,4,38,1,0,1,1,1,1,9,0,5,1,1,26,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.89,3,5,1,3,0,1,1,100,5,0,0,1,2,2.0,2,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.631578947368421,0.0,0,4,0,0,FALSE
0,4,38,1,0,1,1,1,1,9,0,5,1,1,26,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.89,3,5,1,3,0,1,1,100,5,0,0,1,2,2.0,2,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.631578947368421,0.0,0,4,0,0,FALSE
0,4,38,1,0,1,1,1,1,9,0,5,1,1,26,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.89,3,5,1,3,0,1,1,100,5,0,0,1,2,2.0,2,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,4,50,1,0,1,1,2,1,8,0,3,1,2,27,1,2,2,8,1,0,1,1,4,2,2,7,17,3,1.59,6,10,1,7,0,2,1,100,5,0,2,1,2,1.5,1,2,2.0,2,1,1.0,1,0,0.0,0,1,1,1,12,0,1.0,1.0,0,1,1,0,FALSE
0,12,282,2,0,1,0,15,1,16,0,3,1,14,68,1,14,15,48,0,0,2,14,125,15,14,34,192,109,0.35,31,143,2,127,1,14,1,0,3,0,5,1,1,0.14285714285714302,0,7,5.5,5,2,1.07142857142857,1,1,0.1875,0,3,3,2,54,16,0.8085106382978721,0.666666666666667,0,3,2,0,FALSE
0,4,44,1,0,1,0,2,1,7,0,3,1,2,25,1,2,2,8,0,0,1,2,2,2,2,6,16,2,1.56,3,8,1,5,0,2,1,0,3,0,3,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,5,12,0.590909090909091,1.0,0,3,1,1,FALSE
0,6,40,1,0,1,1,1,1,9,0,3,1,1,22,1,1,1,8,0,0,1,1,4,1,1,8,14,2,1.57,4,10,1,8,0,1,1,100,5,0,2,1,0,0.0,0,5,5.0,5,1,1.0,1,0,0.0,0,0,0,0,0,0,0.65,0.0,0,3,0,1,FALSE
0,6,40,1,0,1,1,1,1,9,0,3,1,1,22,1,1,1,8,0,0,1,1,4,1,1,8,14,2,1.57,4,10,1,8,0,1,1,100,5,0,2,1,0,0.0,0,5,5.0,5,1,1.0,1,0,0.0,0,0,0,0,0,0,0.65,0.0,0,3,0,1,FALSE
1,9,224,2,0,1,4,17,1,11,0,2,1,16,62,8,16,17,52,1,0,2,14,66,17,16,44,160,27,0.39,21,71,2,49,0,16,1,100,5,0,12,2,2,0.4375,0,8,3.0625,1,2,1.0625,1,1,0.12,0,8,8,3,86,39,0.763392857142857,0.5,0,2,3,2,FALSE
0,10,57,1,0,1,2,2,1,14,0,2,1,2,26,2,2,2,8,0,0,1,2,11,2,2,10,24,5,1.08,7,15,1,12,2,2,1,100,5,0,3,2,1,1.0,1,5,3.0,1,1,1.0,1,0,0.0,0,1,1,1,57,0,1.0,1.0,0,1,1,0,FALSE
0,5,30,1,0,1,1,1,1,5,0,0,1,1,16,1,1,1,5,0,0,1,1,3,1,1,5,10,2,1.6,4,7,1,5,0,1,1,100,5,0,0,1,2,2.0,2,3,3.0,3,1,1.0,1,0,0.0,0,1,1,1,31,0,1.0,1.0,0,1,1,0,FALSE
0,11,143,1,0,1,3,7,1,14,0,2,1,7,39,4,7,7,34,0,3,1,7,45,7,7,33,91,24,0.43,13,57,1,48,0,7,1,100,5,0,4,2,6,2.71428571428571,0,10,5.71428571428571,2,1,1.0,1,0,0.0,0,2,2,2,24,6,0.937062937062937,0.5,0,1,2,2,FALSE
0,8,96,1,0,1,0,5,1,10,0,1,1,5,27,4,5,5,28,0,0,1,5,19,5,5,25,58,10,0.47,11,35,1,27,0,5,1,0,5,0,9,2,1,0.2,0,9,3.2,1,1,1.0,1,0,0.0,0,1,1,1,96,0,1.0,1.0,0,1,1,0,FALSE
0,13,198,3,0,1,4,11,1,16,0,1,1,9,32,3,9,11,32,1,2,3,8,86,11,9,28,135,73,0.24,32,101,3,89,2,9,1,66,5,0,4,2,6,2.6666666666666696,0,6,3.0,1,2,1.11111111111111,1,1,0.23076923076923106,0,2,2,1,247,49,1.0,1.0,0,1,1,0,FALSE
0,8,46,1,0,1,0,1,1,13,0,3,1,1,22,1,1,1,9,0,0,1,1,5,1,1,8,17,3,1.29,7,11,1,9,2,1,1,0,3,0,6,1,1,1.0,1,5,5.0,5,1,1.0,1,0,0.0,0,1,1,1,7,22,0.282608695652174,1.0,0,6,1,1,FALSE
0,0,28,0,0,0,1,0,0,0,0,0,0,0,20,1,0,0,4,0,0,0,0,1,0,0,4,6,0,3.33,2,4,0,3,0,0,0,0,5,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,8,119,2,0,1,1,8,1,10,0,1,1,7,28,3,7,8,31,0,3,2,7,30,8,7,25,76,21,0.37,15,46,2,36,0,7,1,83,5,0,10,2,2,1.57142857142857,1,11,4.0,1,2,1.14285714285714,1,1,0.272727272727273,0,4,4,2,42,7,0.495798319327731,0.5,0,3,2,2,FALSE
0,17,97,3,0,1,0,7,2,21,0,1,2,3,24,1,3,7,19,0,0,3,3,36,7,3,20,62,29,0.39,11,49,3,39,2,3,2,0,3,0,3,1,0,0.0,0,6,5.0,4,4,3.0,1,1,0.8,0,2,2,2,97,0,0.8762886597938141,0.5,0,2,2,0,FALSE
0,3,34,1,0,1,1,1,1,6,0,3,1,1,21,1,1,1,5,0,0,1,1,1,1,1,5,9,0,2.33,4,5,1,3,0,1,1,100,5,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.588235294117647,0.0,0,4,0,1,FALSE
0,8,43,1,0,1,1,1,1,12,0,3,1,1,21,1,1,1,10,0,0,1,1,6,1,1,10,18,4,1.17,4,14,1,12,1,1,1,100,5,1,4,1,1,1.0,1,7,7.0,7,1,1.0,1,0,0.0,0,1,1,1,1,3,0.511627906976744,1.0,0,4,1,2,FALSE
0,6,37,1,0,1,1,1,1,10,0,4,1,1,22,1,1,1,5,0,0,1,1,4,1,1,5,12,3,1.83,3,8,1,6,0,1,1,100,6,1,1,1,1,1.0,1,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.594594594594595,0.0,0,4,0,0,FALSE
0,6,72,1,0,1,2,4,1,10,0,3,1,4,33,2,4,4,11,0,1,1,4,11,4,4,13,31,5,1.06,8,18,1,13,0,4,1,100,5,1,2,2,1,0.5,0,4,1.75,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7361111111111109,0.0,0,4,0,1,FALSE
0,4,34,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.44,3,5,1,3,0,1,1,100,6,1,0,1,1,1.0,1,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,38,1,0,1,1,1,1,9,0,4,1,1,22,1,1,1,6,0,0,1,1,3,1,1,6,12,2,1.83,4,8,1,6,0,1,1,100,5,1,1,1,1,1.0,1,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.526315789473684,0.0,0,5,0,0,FALSE
0,4,37,1,0,1,1,1,1,11,0,6,1,1,24,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.67,4,5,1,3,1,1,1,100,6,1,0,1,0,0.0,0,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.540540540540541,0.0,0,4,0,1,FALSE
0,6,72,1,0,1,2,4,1,10,0,3,1,4,33,2,4,4,11,0,1,1,4,11,4,4,13,31,5,1.06,8,18,1,13,0,4,1,100,5,1,2,2,1,0.5,0,4,1.75,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6388888888888891,0.0,0,4,0,2,FALSE
0,6,72,1,0,1,2,4,1,10,0,3,1,4,33,2,4,4,11,0,1,1,4,11,4,4,13,31,5,1.06,8,18,1,13,0,4,1,100,5,1,2,2,1,0.5,0,4,1.75,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.680555555555556,0.0,0,4,0,1,FALSE
0,6,72,1,0,1,2,4,1,10,0,3,1,4,33,2,4,4,11,0,1,1,4,11,4,4,13,31,5,1.06,8,18,1,13,0,4,1,100,5,1,2,2,1,0.5,0,4,1.75,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.680555555555556,0.0,0,4,0,1,FALSE
0,3,35,1,0,1,1,1,1,7,0,4,1,1,22,1,1,1,5,0,0,1,1,1,1,1,5,9,0,2.44,4,5,1,3,0,1,1,100,5,1,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5714285714285711,0.0,0,5,0,0,FALSE
0,8,43,1,0,1,1,1,1,12,0,3,1,1,21,1,1,1,10,0,0,1,1,6,1,1,10,18,4,1.17,4,14,1,12,1,1,1,100,5,1,4,1,1,1.0,1,7,7.0,7,1,1.0,1,0,0.0,0,1,1,1,1,3,0.511627906976744,1.0,0,4,1,2,FALSE
0,3,35,1,0,1,1,1,1,7,0,4,1,1,22,1,1,1,5,0,0,1,1,1,1,1,5,9,0,2.44,4,5,1,3,0,1,1,100,5,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.9714285714285708,0.0,0,1,0,1,FALSE
0,3,37,1,0,1,1,1,1,9,0,6,1,1,24,1,1,1,5,0,0,1,1,1,1,1,5,9,0,2.67,4,5,1,3,0,1,1,100,5,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.540540540540541,0.0,0,5,0,0,FALSE
0,6,41,1,0,1,1,1,1,12,0,5,1,1,23,1,1,1,6,0,0,1,1,4,1,1,6,13,3,1.77,5,9,1,7,1,1,1,100,5,1,1,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.634146341463415,0.0,0,4,0,0,FALSE
0,6,41,1,0,1,1,1,1,12,0,5,1,1,23,1,1,1,6,0,0,1,1,4,1,1,6,13,3,1.77,5,9,1,7,1,1,1,100,5,1,1,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.658536585365854,0.0,0,4,0,0,FALSE
0,4,34,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.44,3,5,1,3,0,1,1,100,6,0,0,1,0,0.0,0,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.588235294117647,0.0,0,4,0,1,FALSE
0,5,38,1,0,1,1,1,1,10,0,4,1,1,22,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.0,5,7,1,5,1,1,1,100,6,0,1,1,0,0.0,0,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6052631578947371,0.0,0,4,0,0,FALSE
0,5,38,1,0,1,1,1,1,10,0,4,1,1,22,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.0,5,7,1,5,1,1,1,100,7,0,1,1,0,0.0,0,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6052631578947371,0.0,0,4,0,0,FALSE
0,4,36,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.2,4,6,1,4,0,1,1,100,6,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6388888888888891,0.0,0,4,0,0,FALSE
0,4,33,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,4,0,0,1,1,2,1,1,4,9,1,2.44,2,5,1,3,0,1,1,100,7,0,0,1,0,0.0,0,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,38,1,0,1,1,1,1,10,0,4,1,1,22,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.0,5,7,1,5,1,1,1,100,6,0,1,1,0,0.0,0,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.526315789473684,0.0,0,4,0,1,FALSE
0,3,35,1,0,1,1,1,1,9,0,5,1,1,23,1,1,1,4,0,0,1,1,1,1,1,4,8,0,2.88,4,4,1,2,1,1,1,100,7,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5714285714285711,0.0,0,4,0,1,FALSE
0,4,37,1,0,1,1,1,1,9,0,4,1,1,22,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.2,5,6,1,4,1,1,1,100,6,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.540540540540541,0.0,0,4,0,1,FALSE
0,4,36,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.2,4,6,1,4,0,1,1,100,6,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.555555555555556,0.0,0,4,0,1,FALSE
0,5,37,1,0,1,1,1,1,9,0,4,1,1,22,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.0,4,7,1,5,0,1,1,100,6,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.540540540540541,0.0,0,4,0,1,FALSE
0,3,33,1,0,1,1,1,1,7,0,4,1,1,22,1,1,1,4,0,0,1,1,1,1,1,4,8,0,2.75,3,4,1,2,0,1,1,100,6,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.606060606060606,0.0,0,4,0,1,FALSE
0,5,39,1,0,1,1,1,1,11,0,5,1,1,23,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.09,5,7,1,5,1,1,1,100,6,0,1,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.538461538461538,0.0,0,4,0,0,FALSE
0,5,39,1,0,1,1,1,1,11,0,5,1,1,23,1,1,1,5,0,0,1,1,3,1,1,5,11,2,2.09,5,7,1,5,1,1,1,100,6,0,1,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.58974358974359,0.0,0,4,0,0,FALSE
0,4,36,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.2,4,6,1,4,0,1,1,100,5,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6111111111111109,0.0,0,4,0,1,FALSE
0,4,36,1,0,1,1,1,1,8,0,4,1,1,22,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.2,4,6,1,4,0,1,1,100,5,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6388888888888891,0.0,0,4,0,1,FALSE
0,5,192,1,0,1,1,14,1,9,0,3,1,14,66,1,14,14,40,0,0,1,14,35,14,14,26,101,30,0.65,25,56,1,41,0,14,1,100,3,0,23,1,1,0.214285714285714,0,12,2.42857142857143,1,1,1.0,1,0,0.0,0,1,1,1,29,25,0.5208333333333329,1.0,0,5,1,4,FALSE
1,21,656,3,0,1,2,20,1,31,0,6,1,18,140,2,18,20,126,0,0,3,17,316,20,18,95,428,226,0.33,95,321,3,299,3,18,1,77,3,0,24,2,7,1.22222222222222,0,15,7.22222222222222,4,4,1.16666666666667,1,1,0.19047619047619,0,2,2,2,42,39,0.684451219512195,0.5,0,2,2,7,FALSE
1,7,106,2,0,1,0,7,1,10,0,0,1,6,22,4,6,7,24,0,1,2,5,23,7,6,22,66,20,0.33,18,42,2,33,1,6,1,0,5,0,3,2,2,1.16666666666667,0,7,3.3333333333333304,1,1,1.0,1,0,0.0,0,1,1,1,106,0,1.0,1.0,0,1,1,0,FALSE
0,5,178,1,0,1,1,12,1,10,0,4,1,12,82,1,12,12,29,0,10,1,12,25,12,12,28,78,23,1.05,18,51,1,38,0,12,1,84,4,0,3,1,12,1.9166666666666696,1,5,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.702247191011236,0.0,0,3,0,2,FALSE
0,4,75,1,0,1,1,4,1,9,0,5,1,4,42,1,4,4,11,1,1,1,3,7,4,4,9,26,5,1.62,7,14,1,9,0,4,1,75,3,0,2,1,3,1.5,1,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5466666666666671,0.0,0,3,0,2,FALSE
0,6,70,2,0,1,1,4,1,10,0,3,1,3,31,1,3,4,15,1,0,2,2,8,4,3,15,30,6,1.03,9,21,2,16,0,3,1,100,6,0,3,1,1,1.0,1,3,3.0,3,2,1.33333333333333,1,1,0.6,0,0,0,0,0,0,0.3571428571428571,0.0,0,5,0,1,FALSE
0,4,54,1,0,1,0,3,1,7,0,3,1,3,29,1,3,3,10,0,0,1,3,3,3,3,7,21,3,1.38,4,10,1,6,0,3,1,0,3,0,4,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,7,14,0.666666666666667,1.0,0,3,1,2,FALSE
0,17,103,1,0,1,3,3,1,24,0,2,1,3,26,3,3,3,27,0,0,1,3,35,3,3,28,61,18,0.43,16,46,1,42,4,3,1,100,5,0,8,2,1,0.33333333333333304,0,10,4.66666666666667,1,1,1.0,1,0,0.0,0,1,1,1,2,4,0.349514563106796,1.0,0,5,1,2,FALSE
0,15,92,1,0,1,3,3,1,20,0,2,1,3,26,3,3,3,23,0,0,1,3,27,3,3,25,53,14,0.49,13,39,1,35,3,3,1,100,5,0,8,2,1,0.33333333333333304,0,11,5.0,1,1,1.0,1,0,0.0,0,1,1,1,1,4,0.41304347826087,1.0,0,5,1,2,FALSE
0,9,56,1,0,1,2,2,1,15,0,6,1,2,30,2,2,2,7,0,0,1,2,8,2,2,9,21,2,1.43,5,11,1,8,0,2,1,100,5,0,1,2,1,0.5,0,3,2.5,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,6,44,1,0,1,1,1,1,12,0,5,1,1,26,1,1,1,6,0,0,1,1,4,1,1,6,13,3,2.0,5,9,1,7,1,1,1,100,5,0,1,1,3,3.0,3,5,5.0,5,1,1.0,1,0,0.0,0,0,0,0,0,0,0.590909090909091,0.0,0,4,0,0,FALSE
0,4,36,1,0,1,1,1,1,8,0,4,1,1,23,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.3,3,6,1,4,0,1,1,100,5,1,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.527777777777778,0.0,0,3,0,1,FALSE
0,6,39,1,0,1,1,1,1,9,0,3,1,1,23,1,1,1,6,0,0,1,1,4,1,1,6,13,3,1.77,3,9,1,7,0,1,1,100,5,0,2,1,0,0.0,0,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.538461538461538,0.0,0,3,0,1,FALSE
0,4,36,1,0,1,0,1,1,7,0,3,1,1,23,1,1,1,4,0,0,1,1,1,1,1,4,9,1,2.56,4,5,1,3,0,1,1,0,3,0,2,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5,0.0,0,3,0,0,FALSE
0,4,39,1,0,1,1,1,1,8,0,4,1,1,24,1,1,1,6,0,0,1,1,2,1,1,6,11,1,2.18,4,7,1,5,0,1,1,100,5,1,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.615384615384615,0.0,0,4,0,1,FALSE
0,4,40,1,0,1,1,1,1,9,0,5,1,1,26,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.6,4,6,1,4,0,1,1,100,5,0,0,1,2,2.0,2,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.625,0.0,0,4,0,0,FALSE
0,4,40,1,0,1,1,1,1,9,0,5,1,1,26,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.6,4,6,1,4,0,1,1,100,5,0,0,1,3,3.0,3,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6,0.0,0,4,0,0,FALSE
0,7,80,1,0,1,1,5,1,9,0,1,1,5,30,2,5,5,18,1,0,1,4,14,5,5,18,43,6,0.7,7,24,1,18,0,5,1,100,4,0,6,2,3,1.8,0,5,2.4,1,1,1.0,1,0,0.0,0,2,2,1,2,2,0.75,1.0,0,4,1,2,FALSE
0,4,52,1,0,1,1,2,1,8,0,4,1,2,30,1,2,2,9,0,0,1,2,3,2,2,8,17,2,1.76,5,10,1,7,0,2,1,100,4,0,2,1,3,1.5,0,3,2.5,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.615384615384615,0.0,0,4,0,1,FALSE
0,3,37,1,0,1,1,1,1,6,0,3,1,1,24,1,1,1,5,0,0,1,1,1,1,1,5,9,0,2.67,4,5,1,3,0,1,1,100,5,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.594594594594595,0.0,0,4,0,1,FALSE
0,4,38,1,0,1,1,1,1,7,0,3,1,1,24,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.4,4,6,1,4,0,1,1,100,5,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.578947368421053,0.0,0,4,0,1,FALSE
0,4,38,1,0,1,1,1,1,7,0,3,1,1,24,1,1,1,5,0,0,1,1,2,1,1,5,10,1,2.4,4,6,1,4,0,1,1,100,5,0,1,1,0,0.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.578947368421053,0.0,0,4,0,1,FALSE
