@relation activemq-5.3.0.arff

@attribute CountDeclMethodPrivate numeric
@attribute AvgLineCode numeric
@attribute CountLine numeric
@attribute MaxCyclomatic numeric
@attribute CountDeclMethodDefault numeric
@attribute AvgEssential numeric
@attribute CountDeclClassVariable numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute AvgLine numeric
@attribute CountDeclClassMethod numeric
@attribute AvgLineComment numeric
@attribute AvgCyclomaticModified numeric
@attribute CountDeclFunction numeric
@attribute CountLineComment numeric
@attribute CountDeclClass numeric
@attribute CountDeclMethod numeric
@attribute SumCyclomaticModified numeric
@attribute CountLineCodeDecl numeric
@attribute CountDeclMethodProtected numeric
@attribute CountDeclInstanceVariable numeric
@attribute MaxCyclomaticStrict numeric
@attribute CountDeclMethodPublic numeric
@attribute CountLineCodeExe numeric
@attribute SumCyclomatic numeric
@attribute SumEssential numeric
@attribute CountStmtDecl numeric
@attribute loc numeric
@attribute CountStmtExe numeric
@attribute RatioCommentToCode numeric
@attribute CountLineBlank numeric
@attribute CountStmt numeric
@attribute MaxCyclomaticModified numeric
@attribute CountSemicolon numeric
@attribute AvgLineBlank numeric
@attribute CountDeclInstanceMethod numeric
@attribute AvgCyclomaticStrict numeric
@attribute PercentLackOfCohesion numeric
@attribute MaxInheritanceTree numeric
@attribute CountClassDerived numeric
@attribute CountClassCoupled numeric
@attribute CountClassBase numeric
@attribute CountInput_Max numeric
@attribute CountInput_Mean numeric
@attribute CountInput_Min numeric
@attribute CountOutput_Max numeric
@attribute CountOutput_Mean numeric
@attribute CountOutput_Min numeric
@attribute CountPath_Max numeric
@attribute CountPath_Mean numeric
@attribute CountPath_Min numeric
@attribute MaxNesting_Max numeric
@attribute MaxNesting_Mean numeric
@attribute MaxNesting_Min numeric
@attribute COMM numeric
@attribute ADEV numeric
@attribute DDEV numeric
@attribute Added_lines numeric
@attribute Del_lines numeric
@attribute OWN_LINE numeric
@attribute OWN_COMMIT numeric
@attribute MINOR_COMMIT numeric
@attribute MINOR_LINE numeric
@attribute MAJOR_COMMIT numeric
@attribute MAJOR_LINE numeric
@attribute bug {TRUE,FALSE}

@data
0,1,56,1,3,1,0,3,1,6,0,5,1,3,38,1,3,3,9,0,0,1,0,0,3,3,9,10,0,3.8,8,9,1,8,0,3,1,0,1,4,2,1,2,2.0,2,0,0.0,0,1,1.0,1,2,0.33333333333333304,0,0,0,0,0,0,0.5535714285714289,0.0,0,3,0,0,FALSE
1,7,79,4,0,1,2,6,2,9,2,2,2,3,40,1,3,6,15,1,0,4,1,15,6,3,15,31,9,1.29,8,24,4,18,0,1,2,66,1,4,3,1,6,4.0,1,6,3.3333333333333304,1,6,2.6666666666666696,1,2,1.2,0,0,0,0,0,0,0.493670886075949,0.0,0,3,0,0,FALSE
0,1,32,1,2,1,0,2,1,1,0,0,1,2,21,1,2,2,5,0,0,1,0,0,2,2,5,6,0,3.5,5,5,1,4,0,2,1,0,0,2,1,0,5,4.5,4,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.71875,0.0,0,2,0,0,FALSE
0,5,104,3,0,1,1,12,2,6,0,0,2,8,23,1,8,12,30,0,4,3,8,28,12,8,30,65,21,0.35,16,51,3,38,0,8,2,65,2,0,5,2,6,2.75,1,6,2.375,1,3,1.5,1,2,0.8,0,2,2,1,24,16,0.6826923076923079,1.0,0,3,1,0,FALSE
0,6,77,1,0,1,0,2,1,20,0,13,1,2,46,1,2,2,16,0,0,1,2,8,2,2,16,24,5,1.92,7,21,1,18,0,2,1,0,3,0,7,1,1,1.0,1,9,5.0,1,1,1.0,1,0,0.0,0,1,1,1,1,1,0.597402597402597,1.0,0,3,1,1,FALSE
10,7,574,11,0,1,12,110,2,9,0,1,2,48,79,5,48,102,143,0,29,12,38,235,102,51,146,425,169,0.19,71,315,11,215,0,48,2,94,1,0,3,3,16,3.1875,1,29,3.2916666666666696,1,513,12.583333333333302,1,4,0.945454545454545,0,3,3,1,44,24,0.5679442508710799,1.0,0,3,1,2,FALSE
0,14,58,3,0,1,1,3,3,22,0,2,3,1,18,1,1,3,16,1,0,3,0,11,3,1,16,28,7,0.64,12,23,3,19,6,1,3,0,2,0,5,1,3,3.0,3,8,8.0,8,3,3.0,3,2,2.0,2,0,0,0,0,0,0.36206896551724105,0.0,0,3,0,1,FALSE
1,8,65,3,2,2,1,8,2,8,2,0,2,4,16,3,4,8,17,0,2,3,1,19,8,6,18,42,13,0.38,7,31,3,21,0,2,2,33,1,0,2,2,5,2.5,0,5,3.0,1,3,2.0,1,2,1.11111111111111,0,0,0,0,0,0,0.446153846153846,0.0,0,3,0,0,FALSE
0,4,237,5,0,1,2,42,2,5,0,0,2,28,31,2,28,42,65,3,8,5,25,69,42,28,66,166,56,0.19,40,122,5,80,0,28,2,88,1,0,8,3,6,1.85714285714286,0,7,2.35714285714286,0,12,1.82142857142857,1,2,0.387096774193548,0,0,0,0,0,0,0.69620253164557,0.0,0,2,0,2,FALSE
0,11,43,2,0,1,0,2,2,12,0,0,2,1,16,1,1,2,13,1,0,2,0,8,2,1,13,22,5,0.73,5,18,2,15,1,1,2,0,2,0,5,1,2,2.0,2,6,6.0,6,2,2.0,2,1,1.0,1,0,0,0,0,0,0.6744186046511629,0.0,0,2,0,1,FALSE
0,6,229,8,0,1,2,35,1,7,0,0,1,24,26,4,24,34,56,0,14,9,24,79,34,29,59,160,60,0.16,43,119,8,81,0,24,1,100,2,0,3,2,14,1.9166666666666696,0,11,1.75,0,11,1.5416666666666698,1,3,0.5,0,1,1,1,0,1,0.703056768558952,1.0,0,3,1,1,FALSE
0,12,48,2,0,1,0,2,2,16,0,0,2,1,16,1,1,2,15,1,0,2,0,9,2,1,15,24,5,0.67,8,20,2,17,4,1,2,0,2,0,6,1,2,2.0,2,7,7.0,7,2,2.0,2,1,1.0,1,0,0,0,0,0,0.666666666666667,0.0,0,2,0,1,FALSE
0,3,77,2,1,1,0,19,1,3,0,0,1,10,16,1,10,13,21,0,4,6,9,17,13,10,21,50,15,0.32,11,36,2,23,0,10,2,70,2,0,2,1,3,2.0,1,2,1.6,1,2,1.2,1,6,0.7692307692307689,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
2,11,871,29,3,1,1,180,3,13,0,0,3,60,65,4,60,158,167,1,35,36,54,428,158,78,181,698,333,0.09,108,514,29,339,0,60,3,93,1,0,16,2,26,2.7333333333333303,0,33,3.7,1,3466,70.8,1,6,0.924242424242424,0,7,7,2,35,12,0.454649827784156,0.5714285714285711,0,3,2,4,TRUE
0,6,79,2,0,1,0,8,2,7,0,1,2,5,21,1,5,8,23,0,0,2,5,21,8,5,23,49,15,0.43,9,38,2,29,0,5,2,0,2,1,8,1,3,1.8,1,6,3.6,1,2,1.6,1,1,0.7142857142857142,0,0,0,0,0,0,0.544303797468354,0.0,0,4,0,0,FALSE
2,9,589,19,1,2,1,116,3,11,0,0,3,40,43,4,40,104,124,2,26,28,35,251,104,65,135,450,200,0.1,96,335,19,228,1,40,3,90,2,0,18,2,20,2.9,0,24,3.75,1,808,26.25,1,7,1.31914893617021,0,0,0,0,0,0,0.577249575551783,0.0,0,2,0,5,FALSE
0,6,87,2,0,1,0,7,1,8,0,1,1,5,22,1,5,7,29,0,0,2,5,21,7,5,29,52,13,0.42,13,42,2,34,0,5,1,0,2,0,11,1,3,1.6,1,8,3.6,1,2,1.4,1,1,0.5714285714285711,0,0,0,0,0,0,0.528735632183908,0.0,0,3,0,1,FALSE
0,7,65,3,0,1,1,9,2,7,0,0,2,4,16,1,4,9,16,0,2,3,4,17,9,4,16,41,13,0.39,8,29,3,19,0,4,2,50,1,0,2,1,6,4.75,2,6,3.0,2,3,2.25,1,2,1.5,0,0,0,0,0,0,0.6,0.0,0,4,0,0,FALSE
0,3,46,1,0,1,1,2,1,4,0,1,1,2,28,1,2,2,6,0,0,1,2,3,2,2,6,11,2,2.55,7,8,1,5,0,2,1,100,2,0,0,1,3,1.5,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.652173913043478,0.0,0,3,0,0,FALSE
3,13,318,7,2,1,5,51,3,14,0,0,3,16,34,6,16,48,58,0,19,7,11,151,48,19,62,248,115,0.14,37,177,7,123,0,16,3,83,2,0,6,2,15,4.625,1,15,5.125,1,8,3.125,1,4,1.3478260869565202,0,1,1,1,9,5,0.515723270440252,1.0,0,3,1,3,FALSE
0,1,85,1,0,1,0,7,1,5,0,4,1,7,62,1,7,7,11,0,0,1,7,0,7,7,11,12,0,5.17,11,11,1,10,0,7,1,0,0,2,0,0,2,1.14285714285714,0,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
1,10,161,11,0,1,0,18,2,13,1,1,2,8,38,1,8,18,28,0,0,11,7,58,18,8,28,96,50,0.4,27,78,11,60,1,7,2,0,1,0,8,2,4,2.0,0,21,3.75,0,130,17.125,1,2,0.7272727272727271,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,2,69,1,0,1,0,7,1,3,0,0,1,7,31,1,7,7,12,0,0,1,7,6,7,7,12,26,6,1.19,12,18,1,10,0,7,1,0,1,0,0,2,2,1.7142857142857095,0,1,0.857142857142857,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,47,2,0,1,0,4,1,5,0,0,1,3,16,1,3,4,10,0,2,2,3,8,4,3,10,23,7,0.7,8,17,2,12,0,3,1,0,2,0,2,1,4,4.0,4,5,4.0,3,2,1.33333333333333,1,1,0.6,0,0,0,0,0,0,0.553191489361702,0.0,0,3,0,0,FALSE
0,3,154,3,0,1,0,25,1,4,0,0,1,21,37,1,21,25,33,0,2,3,21,33,25,21,33,92,32,0.4,25,65,3,39,0,21,1,85,2,0,3,2,17,1.85714285714286,0,6,2.57142857142857,1,4,1.23809523809524,1,1,0.24,0,0,0,0,0,0,0.42857142857142894,0.0,0,4,0,0,FALSE
0,4,60,1,0,1,0,4,1,5,0,1,1,4,21,1,4,4,19,0,0,1,4,9,4,4,19,31,7,0.68,8,26,1,21,0,4,1,0,2,0,8,1,3,1.25,0,6,3.75,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.4833333333333329,0.0,0,3,0,0,FALSE
0,4,52,1,0,1,0,3,1,4,0,0,1,3,20,1,3,3,14,0,1,1,3,8,3,3,14,24,6,0.83,8,20,1,16,0,3,1,33,2,0,3,1,4,2.6666666666666696,2,4,3.3333333333333304,3,1,1.0,1,2,0.33333333333333304,0,0,0,0,0,0,0.8076923076923079,0.0,0,2,0,0,FALSE
0,3,141,3,0,1,2,19,1,4,0,0,1,17,23,1,17,19,44,10,6,3,7,34,19,17,44,94,29,0.24,26,73,3,53,0,17,1,86,5,0,6,1,6,1.88235294117647,0,14,2.41176470588235,0,3,1.11764705882353,1,2,0.315789473684211,0,0,0,0,0,0,0.8439716312056741,0.0,0,2,0,0,FALSE
0,4,39,1,0,1,0,1,1,4,0,0,1,1,21,1,1,1,11,1,0,1,0,2,1,1,11,14,1,1.5,4,12,1,10,0,1,1,0,3,0,4,1,2,2.0,2,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6923076923076921,0.0,0,2,0,0,FALSE
0,4,60,1,0,1,0,6,1,4,0,0,1,6,19,1,6,6,10,0,1,1,6,11,6,6,10,31,10,0.61,10,20,1,9,0,6,1,33,2,0,2,1,8,3.6666666666666696,1,2,1.8333333333333304,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.4333333333333329,0.0,0,3,0,1,FALSE
1,13,184,6,0,2,1,30,4,16,0,0,4,8,21,1,8,29,28,0,3,7,7,80,29,19,26,121,68,0.17,42,94,6,68,3,8,4,43,2,0,0,1,8,4.25,2,10,6.0,2,8,4.5,1,4,2.18181818181818,0,1,1,1,185,0,1.0,1.0,0,1,1,0,FALSE
0,4,74,3,0,1,0,10,1,4,0,0,1,7,21,1,7,10,19,0,3,3,7,17,10,7,19,43,12,0.49,10,31,3,21,0,7,1,76,2,0,0,1,4,1.42857142857143,0,5,2.28571428571429,0,2,1.28571428571429,1,1,0.444444444444444,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
1,8,179,5,0,1,1,20,2,14,0,5,2,9,73,1,9,19,26,2,5,5,6,46,19,9,26,88,39,0.83,18,65,5,45,0,9,2,70,2,0,0,1,6,3.55555555555556,0,7,3.22222222222222,0,5,2.22222222222222,1,4,1.54545454545455,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
1,10,155,9,0,2,0,17,2,13,0,0,2,8,29,2,8,17,32,3,5,9,4,55,17,14,34,102,45,0.28,24,79,9,62,1,8,2,60,5,0,8,2,9,3.25,0,17,5.25,1,27,4.375,1,4,1.27272727272727,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,110,1,0,1,0,13,1,8,0,0,1,13,16,4,13,13,31,5,0,1,8,42,13,13,40,79,22,0.2,15,62,1,48,0,13,1,0,3,1,4,2,4,2.0,0,5,3.07692307692308,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,3,112,2,3,1,1,15,1,3,1,0,1,14,25,3,14,15,32,0,4,2,11,28,15,14,31,66,17,0.38,21,48,2,33,0,13,1,80,1,2,3,2,5,2.14285714285714,1,6,1.28571428571429,0,2,1.07142857142857,1,1,0.166666666666667,0,1,1,1,1,1,0.9910714285714292,1.0,0,1,1,1,TRUE
0,5,85,2,0,1,0,8,1,6,0,0,1,7,21,1,7,8,17,0,4,2,7,21,8,7,17,49,19,0.43,15,36,2,25,0,7,1,57,1,0,2,1,7,4.0,2,8,2.71428571428571,1,2,1.14285714285714,1,1,0.555555555555556,0,2,2,1,21,5,0.752941176470588,1.0,0,2,1,0,FALSE
1,10,150,8,3,1,1,21,2,12,0,0,2,9,23,2,9,21,35,0,6,8,5,59,21,13,38,100,39,0.23,27,77,8,57,1,9,2,69,1,0,2,2,5,3.22222222222222,1,18,4.66666666666667,1,11,2.6666666666666696,1,2,0.833333333333333,0,1,1,1,22,2,0.8533333333333329,1.0,0,2,1,0,TRUE
1,9,111,5,0,1,4,12,2,10,0,1,2,7,25,3,7,11,39,0,0,6,6,42,11,7,41,76,20,0.33,14,61,5,51,0,7,2,93,2,0,6,2,5,1.0,0,11,4.0,1,9,2.14285714285714,1,3,0.5,0,0,0,0,0,0,0.567567567567568,0.0,0,3,0,1,FALSE
0,7,89,4,0,1,1,12,2,7,0,0,2,6,21,1,6,12,22,2,5,4,4,26,12,6,23,57,21,0.37,11,44,4,29,0,6,2,66,1,0,2,2,7,3.6666666666666696,1,8,3.3333333333333304,1,8,2.8333333333333304,1,4,1.0,0,0,0,0,0,0,0.764044943820225,0.0,0,2,0,1,FALSE
0,4,69,3,0,1,0,8,1,5,0,1,1,6,28,1,6,8,13,0,1,3,6,12,8,6,13,30,8,0.93,11,21,3,12,0,6,1,33,1,0,1,2,4,1.6666666666666698,0,3,1.33333333333333,0,3,1.33333333333333,1,2,0.75,0,0,0,0,0,0,0.8985507246376809,0.0,0,2,0,0,FALSE
0,3,64,2,0,1,0,7,1,4,0,0,1,6,27,1,6,7,12,0,1,2,6,9,7,6,12,26,6,1.04,11,18,2,10,0,6,1,33,1,0,1,2,4,1.5,0,2,1.16666666666667,0,2,1.16666666666667,1,1,0.375,0,0,0,0,0,0,0.890625,0.0,0,2,0,0,FALSE
0,7,292,13,0,1,1,48,2,9,0,1,2,24,50,1,24,48,64,3,8,13,21,110,48,30,64,204,86,0.25,38,150,13,98,0,24,2,87,3,0,11,1,9,2.875,1,15,3.0,1,102,5.83333333333333,1,4,0.8076923076923079,0,0,0,0,0,0,0.8767123287671229,0.0,0,2,0,0,FALSE
0,1,39,1,3,1,0,3,1,2,0,1,1,3,27,1,3,3,6,0,0,1,0,0,3,3,6,7,0,3.86,5,6,1,5,0,3,1,0,0,1,2,0,4,1.6666666666666698,0,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.743589743589744,0.0,0,2,0,0,FALSE
0,1,31,1,1,1,0,1,1,5,0,4,1,1,25,1,1,1,3,0,0,1,0,0,1,1,3,4,0,6.25,2,3,1,2,0,1,1,0,0,0,0,0,1,1.0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7419354838709681,0.0,0,2,0,0,FALSE
0,1,37,1,1,1,0,1,1,9,0,8,1,1,29,1,1,1,4,0,0,1,0,0,1,1,4,5,0,5.8,3,4,1,3,0,1,1,0,0,1,0,0,1,1.0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.810810810810811,0.0,0,2,0,0,FALSE
0,1,43,1,2,1,0,2,1,5,0,4,1,2,30,1,2,2,5,0,0,1,0,0,2,2,5,6,0,5.0,7,5,1,4,0,2,1,0,0,2,1,0,1,1.0,1,1,0.5,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.8372093023255809,0.0,0,2,0,0,FALSE
0,1,24,1,1,1,0,1,1,1,0,0,1,1,19,1,1,1,3,0,0,1,0,0,1,1,3,4,0,4.75,1,3,1,2,0,1,1,0,0,2,1,0,1,1.0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
1,7,152,5,0,1,1,20,2,7,0,0,2,12,27,1,12,20,41,0,4,5,11,57,20,12,41,109,41,0.25,16,82,5,59,0,12,2,81,2,1,6,1,10,3.75,0,8,3.8333333333333295,1,8,2.0833333333333304,1,3,0.857142857142857,0,1,1,1,6,1,0.618421052631579,1.0,0,3,1,2,FALSE
1,8,123,7,4,1,0,18,3,10,2,0,3,7,29,2,7,18,22,0,0,7,2,38,18,7,23,71,33,0.41,23,56,7,39,1,5,3,0,1,1,10,1,15,4.85714285714286,0,17,5.14285714285714,1,48,12.142857142857098,1,4,1.0,0,0,0,0,0,0,0.536585365853659,0.0,0,2,0,0,FALSE
0,14,204,7,0,2,0,25,3,15,0,0,2,9,29,1,9,21,58,4,2,8,5,91,24,14,54,151,58,0.19,24,112,5,89,0,9,3,77,2,0,11,2,11,3.6666666666666696,1,15,6.0,1,8,3.0,1,3,1.45454545454545,0,0,0,0,0,0,1.0,0.0,0,1,0,0,TRUE
0,22,138,8,0,3,0,20,5,24,0,0,5,4,19,1,4,20,32,0,0,8,4,72,20,13,32,102,49,0.19,17,81,8,60,2,4,5,0,1,1,12,2,8,5.25,2,14,9.5,7,8,5.0,3,2,1.6666666666666698,1,0,0,0,0,0,0.557971014492754,0.0,0,2,0,1,TRUE
0,16,626,13,0,1,1,91,3,21,0,1,3,28,53,4,28,87,163,16,20,13,12,315,87,33,170,466,210,0.11,107,380,13,295,3,28,3,90,1,0,49,2,16,7.03571428571429,3,22,9.214285714285714,1,36,5.32142857142857,1,3,1.06060606060606,0,2,2,2,7,6,0.8466453674121409,0.5,0,2,2,3,FALSE
0,3,52,1,0,1,1,5,1,3,0,0,1,5,19,1,5,5,10,0,1,1,5,8,5,5,10,23,7,0.83,10,17,1,11,0,5,1,80,2,0,0,1,12,4.8,0,3,2.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,1,30,1,1,1,0,1,1,1,0,0,1,1,21,1,1,1,5,0,0,1,0,0,1,1,5,6,0,3.5,3,5,1,4,0,1,1,0,0,3,2,0,1,1.0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,1,131,1,0,1,0,4,1,1,1,0,1,2,16,15,4,4,78,0,64,1,4,61,4,4,77,97,2,0.16,18,79,1,63,0,3,1,100,1,0,0,1,13,4.0,0,4,2.5,1,1,0.5,0,0,0.0,0,0,0,0,0,0,0.7251908396946558,0.0,0,3,0,2,TRUE
0,5,234,5,0,1,1,42,2,5,0,0,2,28,16,1,28,42,68,1,2,5,27,99,42,31,69,182,72,0.09,36,141,5,99,0,28,2,88,1,0,4,1,46,6.107142857142861,1,8,2.9285714285714306,1,5,1.60714285714286,1,3,0.5333333333333329,0,2,2,1,9,9,1.0,1.0,0,1,1,0,FALSE
0,3,187,4,0,1,1,36,1,3,0,0,1,31,24,1,31,36,49,0,3,4,31,49,36,31,50,127,42,0.19,36,92,4,56,0,31,1,91,1,1,3,2,23,2.7741935483871,0,12,1.38709677419355,0,6,1.25806451612903,1,2,0.212121212121212,0,0,0,0,0,0,0.9090909090909092,0.0,0,2,0,0,FALSE
0,3,36,1,0,1,0,2,1,3,0,0,1,2,21,1,2,2,5,0,1,1,2,2,2,2,5,10,2,2.1,5,7,1,4,0,2,1,0,2,0,1,1,2,2.0,2,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
1,6,107,4,0,1,0,12,2,7,0,0,2,8,22,2,8,12,32,3,2,4,4,28,12,8,34,70,20,0.31,15,54,4,42,0,8,2,58,5,0,8,2,5,2.5,0,8,3.125,1,4,1.5,1,2,0.7272727272727271,0,2,2,1,109,2,1.0,1.0,0,1,1,0,TRUE
0,4,85,2,0,1,0,8,1,4,0,0,1,7,23,2,7,8,28,5,1,2,2,13,8,7,29,49,10,0.47,13,39,2,30,0,7,1,66,4,0,10,2,4,1.85714285714286,0,4,1.85714285714286,1,2,1.14285714285714,1,1,0.3,0,1,1,1,85,0,1.0,1.0,0,1,1,0,FALSE
0,4,55,2,0,1,0,4,1,4,0,0,1,3,21,1,3,4,15,1,1,2,2,7,4,3,15,26,6,0.81,8,21,2,16,0,3,1,33,4,0,7,2,4,1.6666666666666698,0,4,2.3333333333333304,1,2,1.33333333333333,1,1,0.6,0,0,0,0,0,0,0.581818181818182,0.0,0,2,0,0,FALSE
0,10,201,11,4,1,3,29,3,11,0,0,3,11,21,1,11,29,51,0,8,11,7,81,29,15,53,143,60,0.15,37,113,11,83,1,11,3,77,1,0,17,1,14,4.18181818181818,1,26,5.4545454545454515,1,30,5.90909090909091,1,4,1.23076923076923,0,3,3,2,43,68,0.6218905472636821,0.666666666666667,0,4,2,0,TRUE
0,4,60,2,0,1,0,5,1,4,0,0,1,4,23,1,4,5,16,2,1,2,2,8,5,4,16,29,7,0.79,8,23,2,17,0,4,1,50,3,0,7,2,4,1.25,0,4,2.0,1,2,1.25,1,1,0.5,0,0,0,0,0,0,0.916666666666667,0.0,0,2,0,1,FALSE
0,6,103,4,0,1,1,15,2,6,0,0,2,8,24,1,8,15,27,0,3,4,8,28,15,8,27,66,21,0.36,13,48,4,33,0,8,2,65,2,0,5,1,7,3.625,1,5,2.375,1,4,2.0,1,2,0.9,0,1,1,1,15,0,0.805825242718447,1.0,0,3,1,1,FALSE
1,15,212,17,0,2,6,28,3,19,0,1,3,8,28,1,8,27,50,0,1,18,7,92,27,14,51,144,61,0.19,40,112,17,85,2,8,4,85,1,0,8,2,9,2.75,0,20,6.875,1,385,49.375,1,4,1.5,0,0,0,0,0,0,0.938679245283019,0.0,0,1,0,2,FALSE
0,3,29,1,0,1,0,1,1,3,0,0,1,1,19,1,1,1,5,0,0,1,1,1,1,1,5,8,1,2.38,2,6,1,4,0,1,1,0,1,0,2,2,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,3,38,1,0,1,1,1,1,3,0,0,1,1,27,1,1,1,4,0,0,1,1,2,1,1,4,7,1,3.86,4,5,1,3,0,1,1,100,2,0,0,1,2,2.0,2,1,1.0,1,1,1.0,1,5,1.25,0,4,4,2,60,22,0.578947368421053,0.75,0,2,2,0,FALSE
0,6,87,3,0,1,0,7,1,10,0,4,1,5,43,1,5,7,11,0,3,3,5,16,7,5,11,37,14,1.16,7,25,3,14,0,5,1,46,1,0,1,1,5,1.6,0,4,2.4,1,3,1.4,1,2,0.857142857142857,0,0,0,0,0,0,0.781609195402299,0.0,0,3,0,0,FALSE
0,6,114,3,0,1,0,7,2,16,0,8,2,4,60,1,4,7,21,0,0,3,4,15,7,4,21,41,11,1.46,14,32,3,24,1,4,2,0,5,1,2,1,7,4.0,1,4,3.0,2,3,1.75,1,2,1.16666666666667,0,1,1,1,20,14,1.0,1.0,0,1,1,0,FALSE
0,13,200,4,0,2,1,17,3,20,0,5,3,6,61,1,6,16,56,3,0,4,3,57,16,10,56,115,34,0.53,24,90,4,73,1,6,3,66,3,1,15,1,7,3.6666666666666696,2,16,8.5,2,6,3.0,1,2,1.625,0,0,0,0,0,0,0.86,0.0,0,2,0,2,FALSE
0,4,129,3,0,1,0,9,1,10,0,6,1,7,71,1,7,9,23,1,2,3,6,11,9,7,20,43,11,1.65,15,31,3,21,0,7,1,57,5,0,4,1,5,2.85714285714286,2,3,1.57142857142857,1,3,1.28571428571429,1,1,0.33333333333333304,0,0,0,0,0,0,0.961240310077519,0.0,0,1,0,1,FALSE
2,9,134,8,0,2,1,30,3,9,0,0,3,10,22,1,10,29,28,0,3,9,8,56,29,23,28,100,46,0.22,12,74,8,49,0,10,3,62,2,0,0,1,8,3.4,0,5,2.5,1,11,3.0,1,2,1.16666666666667,0,0,0,0,0,0,0.5,0.0,0,3,0,0,FALSE
0,6,140,4,0,1,1,15,2,11,0,4,2,8,61,1,8,14,18,0,4,4,8,33,14,8,18,66,28,0.92,14,46,4,29,0,8,2,62,2,0,0,1,7,3.25,0,6,2.625,1,5,1.875,1,3,1.3,0,0,0,0,0,0,0.535714285714286,0.0,0,5,0,0,FALSE
0,6,554,9,0,1,2,82,2,7,0,1,2,48,136,3,48,79,118,9,25,10,39,175,79,52,116,348,132,0.39,71,248,9,170,0,48,2,93,4,4,6,4,10,2.5208333333333304,1,11,2.4583333333333304,1,64,3.1041666666666696,1,3,0.452830188679245,0,2,2,1,45,45,0.487364620938628,1.0,0,3,1,2,TRUE
1,8,170,5,0,1,1,19,2,12,0,3,2,9,47,1,9,17,46,6,0,6,2,51,17,9,46,101,33,0.47,22,79,5,61,1,9,2,77,2,4,12,1,8,3.22222222222222,1,20,5.77777777777778,1,12,2.6666666666666696,1,2,0.9090909090909092,0,2,2,1,3,1,0.594117647058824,1.0,0,3,1,3,FALSE
1,6,489,9,0,1,1,74,2,7,0,1,2,44,108,2,44,71,113,5,21,10,38,157,71,44,112,310,108,0.35,71,220,9,151,0,44,2,93,4,4,15,2,20,2.06818181818182,0,18,2.40909090909091,0,9,1.6363636363636398,1,5,0.638297872340426,0,4,4,2,49,34,0.40490797546012297,0.75,0,5,2,2,FALSE
0,9,64,3,0,1,0,4,2,9,0,0,2,2,33,1,2,4,9,0,0,3,2,12,4,2,8,23,7,1.43,8,15,3,10,0,2,2,0,2,0,0,1,2,2.0,2,5,3.5,2,2,1.5,1,2,1.5,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,1,157,1,12,1,0,12,1,6,0,5,1,12,122,1,12,12,17,0,0,1,0,0,12,12,17,18,0,6.78,17,17,1,16,0,12,1,0,1,7,3,1,48,11.916666666666698,1,1,0.75,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.585987261146497,0.0,0,3,0,0,FALSE
0,1,26,1,2,1,0,2,1,1,0,0,1,2,16,1,2,2,4,0,0,1,0,0,2,2,4,5,0,3.2,5,4,1,3,0,2,1,0,0,5,1,0,4,3.0,2,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.615384615384615,0.0,0,2,0,0,FALSE
0,3,41,1,0,1,1,2,1,4,0,1,1,2,24,1,2,2,6,0,0,1,2,3,2,2,6,11,2,2.18,6,8,1,5,0,2,1,100,2,0,0,1,3,1.5,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.951219512195122,0.0,0,1,0,1,FALSE
