File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/SpanOrQueryNodeBuilder.java,0,11,56,2,0,1,0,2,2,17,0,1,2,1,23,1,1,2,15,0,0,2,1,8,2,1,16,22,3,1.05,11,19,2,15,5,1,2,0,1,0,7,2,2,2,2,5,5,5,2,2,2,2,1.25,1,0,0,0,0,0,0.964285714,0,0,1,0,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/SpansQueryConfigHandler.java,0,3,43,1,0,1,0,2,1,4,0,0,1,2,23,1,2,2,7,0,0,1,2,2,2,2,6,12,2,1.92,8,8,1,5,1,2,1,0,3,0,2,1,3,1.5,0,2,1.5,1,1,1,1,0,0,0,1,1,1,1,1,0.976744186,1,0,1,1,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/SpansQueryTreeBuilder.java,0,3,52,1,0,1,0,2,1,4,0,0,1,2,26,1,2,2,13,0,0,1,2,3,2,2,11,19,3,1.37,7,14,1,11,0,2,1,0,2,0,7,2,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.942307692,0,0,1,0,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/SpansValidatorQueryNodeProcessor.java,0,5,72,2,0,1,0,6,1,7,0,0,1,3,26,1,3,4,19,3,0,4,0,7,4,3,15,31,5,0.84,15,20,2,15,2,3,2,0,2,0,7,1,3,1.666666667,1,4,2,1,2,1.333333333,1,1,0.6,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/SpanTermQueryNodeBuilder.java,0,5,41,1,0,1,0,1,1,7,0,0,1,1,20,1,1,1,10,0,0,1,1,3,1,1,10,14,1,1.43,7,11,1,9,2,1,1,0,1,0,5,2,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0.951219512,0,0,1,0,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/TestSpanQueryParser.java,0,10,231,8,0,1,0,15,2,14,0,1,2,8,86,1,8,15,31,0,4,8,8,59,15,8,28,102,44,0.84,43,72,8,56,3,8,2,78,3,0,16,1,9,1.875,0,10,4,1,128,16.875,1,1,0.3,0,1,1,1,3,5,0.935064935,1,0,1,1,3,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/TestSpanQueryParserSimpleSample.java,0,19,140,3,0,1,0,3,3,41,0,12,3,1,92,1,1,3,22,0,0,3,1,17,3,1,20,32,10,2.88,16,30,3,26,10,1,3,0,3,0,14,1,2,2,2,14,14,14,4,4,4,1,1,1,1,1,1,2,2,0.914285714,1,0,1,1,3,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/UniqueFieldAttribute.java,0,1,35,1,0,1,0,2,1,1,0,0,1,2,24,1,2,2,6,0,0,1,2,0,2,2,6,7,0,3.43,4,6,1,5,0,2,1,0,1,1,0,1,2,1,0,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/UniqueFieldAttributeImpl.java,0,4,95,2,0,1,1,10,1,5,0,0,1,8,24,1,8,10,21,0,1,2,8,18,10,8,15,48,13,0.5,23,28,2,17,1,8,1,56,2,0,0,2,2,1.125,0,4,1.75,1,2,1.25,1,1,0.4,0,1,1,1,0,2,0.978947368,1,0,1,1,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/spans/UniqueFieldQueryNodeProcessor.java,0,8,84,4,0,1,0,6,2,12,0,0,2,3,26,1,3,6,19,3,0,4,0,15,6,3,14,37,9,0.7,21,23,4,16,4,3,2,0,2,0,6,1,2,1.333333333,1,6,2.666666667,1,5,2.333333333,1,2,1.2,0,0,0,0,0,0,0.976190476,0,0,1,0,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/config/TestAttributes.java,0,34,67,1,0,1,0,1,1,34,0,0,1,1,17,2,1,1,10,0,0,1,1,32,1,1,10,44,17,0.39,6,27,1,25,0,1,1,0,3,0,32,2,2,2,2,19,19,19,1,1,1,0,0,0,2,2,2,67,2,1,0.5,0,1,2,0,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestMultiAnalyzerQPHelper.java,0,11,254,5,0,2,1,17,2,14,0,1,2,10,60,5,10,17,49,0,9,5,10,100,17,17,45,156,66,0.38,38,111,5,89,1,10,2,100,4,0,6,1,9,2.3,0,16,4.9,1,5,1.7,1,2,0.625,0,0,0,0,0,0,0.909448819,0,0,2,0,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestMultiAnalyzerWrapper.java,0,11,248,5,0,2,1,17,2,13,0,1,2,10,61,5,10,17,49,0,9,5,10,95,17,17,44,150,64,0.41,37,108,5,86,1,10,2,100,4,0,5,1,9,2.3,0,16,4.7,1,5,1.7,1,2,0.625,0,1,1,1,0,245,0.919354839,1,0,2,1,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestMultiFieldQPHelper.java,1,16,367,2,0,1,0,20,1,20,0,1,1,14,48,3,14,20,100,0,1,2,13,196,20,14,89,258,120,0.19,62,209,2,186,3,14,1,50,3,0,21,1,6,2.214285714,0,19,6.071428571,1,2,1.428571429,1,1,0.5,0,2,2,1,3,3,0.874659401,1,0,2,1,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestMultiFieldQueryParserWrapper.java,1,16,370,2,0,1,0,20,1,20,0,1,1,14,50,3,14,20,108,0,1,2,13,197,20,14,89,261,107,0.19,60,196,2,173,2,14,1,50,3,0,22,1,7,2.285714286,0,16,5,1,2,1.428571429,1,1,0.5,0,4,4,1,4,373,0.889189189,1,0,2,1,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestQPHelper.java,7,11,1257,5,0,1,1,95,1,16,0,2,1,66,190,7,66,94,259,3,9,5,56,621,94,70,232,873,469,0.22,202,701,5,600,1,66,1,97,4,0,41,1,13,2.939393939,0,20,5.090909091,0,5,1.439393939,1,3,0.432432432,0,10,10,3,57,129,0.793953858,0.8,0,3,3,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestQueryParserWrapper.java,7,11,1184,5,0,1,1,89,1,15,0,2,1,64,188,5,64,88,255,5,6,5,52,578,88,68,214,819,431,0.23,184,645,5,552,1,64,1,97,4,0,37,1,13,3,0,18,4.796875,0,5,1.390625,1,3,0.428571429,0,5,5,1,15,1230,0.853885135,1,0,2,1,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/surround/query/BooleanQueryTst.java,0,7,135,4,2,1,0,14,1,8,0,0,1,9,20,2,9,13,48,0,11,5,7,39,13,11,38,93,32,0.22,23,70,4,54,0,9,2,62,2,0,8,1,8,4,0,9,3.111111111,1,6,1.666666667,1,2,0.666666667,0,3,3,2,4,5,0.585185185,0.666666667,0,4,2,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/surround/query/ExceptionQueryTst.java,0,11,66,5,0,1,0,8,3,11,1,0,3,3,16,1,3,8,12,0,2,5,3,23,8,3,13,41,18,0.39,9,31,5,22,0,2,3,33,1,0,3,1,5,4.333333333,3,5,4,3,8,3.666666667,1,2,1.4,0,0,0,0,0,0,0.621212121,0,0,3,0,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/surround/query/SingleFieldTestDb.java,0,5,61,3,3,1,0,6,2,5,0,0,2,4,16,1,4,6,22,0,3,3,1,17,6,4,22,37,13,0.43,8,35,3,28,0,4,2,50,1,0,11,1,11,3.75,1,14,4.25,1,3,1.5,1,2,1,0,1,1,1,4,2,0.491803279,1,0,3,1,1,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/surround/query/Test01Exceptions.java,0,4,70,2,0,1,0,3,2,5,1,0,2,2,18,1,2,3,35,0,3,2,2,30,3,2,11,43,3,0.42,10,14,2,10,0,1,2,66,3,0,1,1,2,1.5,1,3,2,1,2,1.5,1,1,0.75,0,0,0,0,0,0,0.685714286,0,0,2,0,2,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/surround/query/Test02Boolean.java,0,3,122,1,0,1,0,25,1,3,1,0,1,25,16,1,25,25,65,0,5,1,25,37,25,25,59,95,26,0.17,11,85,1,59,0,24,1,96,3,0,3,1,29,1.2,0,4,1.12,1,1,1,1,0,0,0,1,1,1,1,1,0.827868852,1,0,2,1,3,FALSE,0,FALSE,0
contrib/queryparser/src/test/org/apache/lucene/queryParser/surround/query/Test03Distance.java,1,3,243,2,0,1,0,48,1,3,1,0,1,47,18,1,47,48,127,0,10,2,46,83,48,47,105,192,49,0.09,35,154,2,105,0,46,1,98,3,0,4,1,33,1.319148936,0,4,1.106382979,1,2,1.021276596,1,1,0.06122449,0,1,1,1,3,3,0.757201646,1,0,3,1,3,FALSE,0,FALSE,0
contrib/remote/src/java/org/apache/lucene/search/RemoteCachingWrapperFilter.java,0,3,61,1,0,1,0,2,1,6,0,3,1,2,40,1,2,2,10,0,1,1,2,3,2,2,8,15,2,2.67,6,10,1,7,0,2,1,0,2,1,3,1,2,2,2,4,3,2,1,1,1,0,0,0,1,1,1,0,57,0.704918033,1,0,3,1,2,FALSE,0,FALSE,0
contrib/remote/src/java/org/apache/lucene/search/RemoteSearchable.java,0,4,123,4,0,1,0,17,1,4,1,0,1,13,28,1,13,16,35,0,1,5,13,24,16,13,30,72,21,0.39,24,51,4,34,0,12,1,7,2,0,14,2,5,2.615384615,1,7,2.230769231,1,6,1.384615385,1,1,0.2,0,1,1,1,0,119,0.504065041,1,0,5,1,3,FALSE,0,FALSE,0
contrib/remote/src/java/org/apache/lucene/search/RMIRemoteSearchable.java,0,0,48,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,4,0,0,0,0,0,0,0,3,5,0,7.8,4,3,0,2,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,44,0.958333333,1,0,1,1,1,FALSE,0,FALSE,0
contrib/remote/src/test/org/apache/lucene/search/RemoteCachingWrapperFilterHelper.java,0,6,59,3,0,1,0,5,2,7,0,0,2,3,20,1,3,5,11,0,1,3,3,12,5,3,10,28,10,0.71,11,20,3,14,0,3,2,0,3,0,4,1,3,2.666666667,2,8,4,1,4,2,1,1,0.6,0,1,1,1,0,59,0.881355932,1,0,2,1,2,FALSE,0,FALSE,0
contrib/remote/src/test/org/apache/lucene/search/RemoteTestCase.java,0,6,79,4,0,1,1,8,2,7,3,1,2,5,28,3,5,8,27,0,1,4,5,15,8,5,25,45,8,0.62,9,33,4,26,0,2,2,0,3,3,3,2,7,3.4,1,5,2.2,1,4,1.6,1,1,0.333333333,0,1,1,1,0,79,1,1,0,1,1,0,FALSE,0,FALSE,0
contrib/remote/src/test/org/apache/lucene/search/TestRemoteCachingWrapperFilter.java,1,13,115,1,0,1,2,4,1,18,3,2,1,4,30,1,4,4,29,0,0,1,3,47,4,4,25,72,37,0.42,13,62,1,57,1,1,1,50,4,0,20,1,8,3.75,0,14,8.5,3,1,1,1,0,0,0,3,3,3,15,131,0.660869565,0.333333333,0,3,3,1,FALSE,0,TRUE,2
contrib/remote/src/test/org/apache/lucene/search/TestRemoteSearchable.java,1,8,128,1,0,1,2,8,1,9,3,0,1,8,21,1,8,8,51,0,0,1,7,55,8,8,40,94,32,0.22,13,72,1,63,0,5,1,75,4,0,25,1,7,2.375,0,14,7,3,1,1,1,0,0,0,4,4,3,2,133,0.296875,0.5,0,6,3,3,FALSE,0,TRUE,2
contrib/remote/src/test/org/apache/lucene/search/TestRemoteSort.java,4,10,395,12,1,1,3,44,2,12,2,0,2,22,56,4,22,44,99,0,9,12,17,186,44,22,89,288,154,0.19,63,243,12,200,1,20,2,83,4,0,21,2,12,3.863636364,0,19,4.681818182,1,1025,47.86363636,1,2,0.481481481,0,3,3,2,8,434,0.782278481,0.666666667,0,3,2,1,FALSE,0,TRUE,2
contrib/spatial/src/java/org/apache/lucene/spatial/DistanceUtils.java,0,12,465,10,0,1,14,77,3,21,18,8,3,18,184,1,18,61,73,0,0,15,18,163,61,26,73,239,123,0.77,48,196,10,138,1,0,4,96,1,0,6,1,12,6.888888889,3,9,3.611111111,1,76,11.05555556,1,3,1.19047619,0,0,0,0,0,0,0.879569892,0,0,2,0,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geohash/GeoHashDistanceFilter.java,0,15,130,4,0,2,1,14,2,20,0,3,2,5,36,2,5,10,31,0,3,8,5,43,10,8,29,73,26,0.49,21,55,4,44,2,5,3,37,3,0,4,2,6,5.6,5,6,4.2,2,4,2.2,1,4,1,0,3,3,2,7,12,0.630769231,0.666666667,0,2,2,3,TRUE,1,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geohash/GeoHashUtils.java,1,23,138,6,0,1,4,13,4,31,2,4,4,3,33,1,3,13,28,0,0,6,2,59,13,3,27,84,36,0.39,21,63,6,47,3,1,4,58,1,0,0,1,14,7.666666667,0,6,3.666666667,1,9,5.333333333,1,4,3,0,1,1,1,1,1,0.798561151,1,0,2,1,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/CartesianPoint.java,0,5,83,6,0,2,0,12,2,5,0,0,2,7,28,1,7,12,17,0,2,6,7,23,12,12,14,45,20,0.62,10,34,6,21,0,7,2,14,1,0,0,1,4,2.714285714,2,3,1.571428571,1,6,1.714285714,1,1,0.4,0,0,0,0,0,0,0.638554217,0,0,2,0,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/DistanceUnits.java,0,3,110,3,1,1,1,13,2,8,1,4,2,6,56,1,8,12,14,0,5,4,7,15,12,10,12,38,14,1.47,16,26,3,17,0,7,2,79,1,0,0,1,5,2.125,0,4,1.625,1,3,1.125,0,1,0.4,0,0,0,0,0,0,0.772727273,0,0,2,0,2,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/FixedLatLng.java,0,4,160,6,0,1,2,34,2,5,2,0,2,19,21,1,19,30,44,2,3,6,17,55,30,24,31,113,44,0.19,26,75,6,45,0,17,2,72,2,0,1,1,5,2.210526316,0,5,1.894736842,1,9,1.736842105,1,1,0.238095238,0,0,0,0,0,0,0.8125,0,0,2,0,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/FloatLatLng.java,0,5,143,6,0,1,0,30,2,5,0,0,2,15,21,1,15,26,40,0,3,6,15,50,26,20,27,101,42,0.21,21,69,6,43,0,15,2,53,2,0,1,1,10,2.133333333,0,5,2.266666667,1,9,1.933333333,1,1,0.294117647,0,0,0,0,0,0,0.762237762,0,0,2,0,2,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/LatLng.java,1,3,160,5,0,1,0,24,1,5,1,2,1,19,69,1,19,23,39,0,0,6,18,32,23,22,34,63,13,1.1,31,47,5,37,0,18,1,0,1,2,4,1,8,2.157894737,0,8,1.894736842,1,4,1.157894737,1,1,0.142857143,0,0,0,0,0,0,0.925,0,0,1,0,4,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/DistanceApproximation.java,0,6,126,3,0,1,3,9,2,9,2,2,2,6,45,1,6,9,42,0,3,3,6,40,9,8,22,66,11,0.68,15,33,3,24,0,4,2,66,1,0,0,1,7,3.166666667,0,4,1.833333333,1,3,1.333333333,1,3,0.666666667,0,1,1,1,0,126,0.936507937,1,0,1,1,2,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/Ellipse.java,1,13,234,9,0,2,0,30,3,19,0,4,3,9,75,1,9,24,50,0,8,12,8,94,24,17,48,127,56,0.59,32,104,9,80,1,9,3,75,1,0,5,2,10,3.777777778,0,19,5.333333333,0,36,5.555555556,1,3,1,0,0,0,0,0,0,0.978632479,0,0,1,0,2,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/Geometry2D.java,0,1,57,1,0,1,0,5,1,4,0,3,1,5,41,1,5,5,7,0,0,1,5,0,5,5,7,8,0,5.12,8,7,1,6,0,5,1,0,0,2,4,0,0,0,0,1,0.8,0,1,1,1,0,0,0,0,0,0,0,0,0.929824561,0,0,2,0,0,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/IntersectCase.java,0,0,31,1,0,0,0,2,0,0,0,0,0,0,22,1,2,2,6,0,4,1,2,0,2,2,2,7,0,3.14,2,2,1,2,0,2,0,100,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,2,0,0,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/LineSegment.java,0,10,117,10,0,3,0,19,4,15,0,4,4,5,44,1,5,19,18,0,2,10,5,44,19,16,16,61,35,0.72,13,51,10,33,0,5,4,0,1,0,2,1,5,3.2,2,9,3.6,2,13,4.4,1,2,1,0,0,0,0,0,0,0.683760684,0,0,2,0,2,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/LLRect.java,3,7,191,10,0,2,0,31,2,9,4,2,2,14,51,1,14,31,41,0,2,10,11,72,31,23,36,115,51,0.44,27,87,10,57,0,10,2,35,1,0,3,1,4,2.714285714,2,9,2.928571429,1,13,2.285714286,1,2,0.5625,0,0,0,0,0,0,0.429319372,0,0,3,0,0,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/Point2D.java,0,4,137,6,0,1,0,24,1,4,0,0,1,19,23,1,19,24,30,0,2,6,19,44,24,24,27,91,41,0.25,23,68,6,43,0,19,1,21,1,0,1,1,8,3.842105263,1,4,2.157894737,1,6,1.263157895,1,1,0.142857143,0,0,0,0,0,0,0.766423358,0,0,2,0,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/Rectangle.java,1,4,128,10,2,2,0,30,2,4,0,0,2,16,24,1,16,27,25,0,2,10,13,45,27,25,22,84,38,0.29,20,60,10,34,0,16,2,25,1,0,3,2,5,2.25,0,5,2.375,1,13,1.75,1,2,0.333333333,0,0,0,0,0,0,0.7265625,0,0,2,0,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/geometry/shape/Vector2D.java,0,4,145,6,0,1,0,24,1,5,0,1,1,17,44,1,17,22,27,0,2,6,17,38,22,22,25,80,35,0.55,21,60,6,37,0,17,1,29,1,0,1,1,5,2.470588235,0,4,2.117647059,1,6,1.294117647,1,1,0.157894737,0,0,0,0,0,0,0.779310345,0,0,2,0,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/CartesianPolyFilterBuilder.java,0,20,184,8,0,1,1,16,4,33,0,9,4,4,62,1,4,14,44,0,4,10,4,65,14,4,44,100,39,0.62,24,83,8,69,3,4,4,60,1,0,9,1,9,6.75,5,12,6.75,4,72,20,1,2,1.428571429,0,0,0,0,0,0,0.47826087,0,0,3,0,0,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/CartesianShapeFilter.java,0,9,65,3,1,1,0,4,2,11,0,1,2,2,24,1,2,4,22,0,2,3,1,13,4,2,22,34,8,0.71,7,30,3,25,0,2,2,0,2,0,7,1,4,3.5,3,15,9,3,3,2,1,2,1.5,0,2,2,1,8,8,0.692307692,1,0,3,1,0,TRUE,1,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/DistanceFieldComparatorSource.java,0,4,126,3,0,1,1,16,1,5,0,0,1,11,23,2,11,16,37,0,5,3,11,29,16,15,28,75,24,0.31,28,52,3,34,0,11,1,58,2,0,4,1,4,2.363636364,1,3,1.727272727,1,3,1.454545455,1,1,0.428571429,0,2,2,2,9,13,0.912698413,0.5,0,2,2,1,TRUE,1,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/DistanceFilter.java,1,3,111,2,0,1,0,9,1,5,0,1,1,8,46,1,8,9,25,0,6,2,7,12,9,8,23,45,12,1.02,20,35,2,27,0,8,1,81,2,2,1,1,8,2.625,0,5,1.75,1,2,1.125,1,1,0.3,0,1,1,1,0,8,0.621621622,1,0,3,1,1,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/DistanceHandler.java,0,6,106,6,0,3,0,16,3,8,2,1,2,5,32,2,7,13,21,0,7,6,7,28,16,16,21,54,24,0.59,20,45,5,32,1,5,3,100,1,0,2,1,8,3.285714286,0,7,2.714285714,1,6,2,0,2,0.8,0,0,0,0,0,0,0.858490566,0,0,1,0,4,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/DistanceQueryBuilder.java,0,6,151,2,0,1,1,14,1,9,0,3,1,10,53,1,10,14,32,0,5,2,10,35,14,10,29,76,26,0.7,22,55,2,40,0,10,1,65,1,0,9,1,12,4,1,9,3.2,1,2,1.4,1,1,0.5,0,1,1,1,0,2,0.635761589,1,0,3,1,2,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/InvalidGeoException.java,0,3,35,1,0,1,1,1,1,3,0,0,1,1,24,1,1,1,4,0,0,1,1,2,1,1,4,7,1,3.43,4,5,1,3,0,1,1,100,2,0,0,1,4,4,4,1,1,1,1,1,1,0,0,0,1,1,1,0,5,0.857142857,1,0,2,1,0,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/LatLongDistanceFilter.java,0,15,137,4,0,2,1,15,2,22,0,4,2,5,41,2,5,10,32,1,5,9,4,47,10,8,30,77,28,0.53,19,58,4,47,2,5,3,41,3,0,3,2,8,6.8,6,6,4.4,2,4,2.2,1,1,0.625,0,3,3,2,9,13,0.598540146,0.666666667,0,2,2,4,TRUE,1,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/projections/CartesianTierPlotter.java,5,4,164,2,0,1,1,13,1,9,0,3,1,12,66,1,12,13,30,0,7,2,7,30,13,12,29,65,20,1.02,33,49,2,35,1,12,1,81,1,0,1,1,6,3.083333333,2,7,2.916666667,1,2,1.083333333,1,1,0.266666667,0,0,0,0,0,0,0.951219512,0,0,1,0,3,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/projections/IProjector.java,0,1,27,1,0,1,0,2,1,1,0,0,1,2,21,1,2,2,4,0,0,1,2,0,2,2,4,4,0,5.25,2,4,1,3,0,2,1,0,0,1,0,0,1,0.5,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.821428571,0,0,2,0,0,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/projections/SinusoidalProjector.java,0,5,86,1,0,1,0,2,1,5,0,0,1,2,55,1,2,2,9,0,0,1,2,6,2,2,8,14,2,3.93,17,10,1,7,0,2,1,0,1,0,0,2,2,1,0,3,2,1,1,1,1,0,0,0,2,2,1,2,1,0.5,1,0,2,1,3,FALSE,0,FALSE,0
contrib/spatial/src/java/org/apache/lucene/spatial/tier/Shape.java,0,3,53,1,0,1,0,5,1,3,0,0,1,5,21,1,5,5,12,0,2,1,5,6,5,5,12,23,5,0.91,9,17,1,11,0,5,1,50,1,0,0,2,3,2.4,2,2,1.4,1,1,1,1,0,0,0,1,1,1,1,2,0.905660377,1,0,2,1,1,FALSE,0,FALSE,0
contrib/spatial/src/test/org/apache/lucene/spatial/DistanceUtilsTest.java,0,25,284,7,0,1,0,13,2,35,0,3,2,7,41,1,7,13,31,0,0,7,7,156,13,7,31,186,131,0.22,57,162,7,148,6,7,2,0,2,0,2,1,5,1.428571429,0,5,2.857142857,0,64,10,1,1,0.333333333,0,0,0,0,0,0,1,0,0,1,0,0,TRUE,1,FALSE,0
contrib/spatial/src/test/org/apache/lucene/spatial/geohash/TestGeoHashUtils.java,0,7,88,1,0,1,0,4,1,12,0,3,1,4,34,1,4,4,19,0,0,1,4,23,4,4,15,40,16,0.85,14,31,1,26,1,4,1,0,3,0,1,1,0,0,0,3,2.75,2,1,1,1,0,0,0,1,1,1,0,2,0.977272727,1,0,1,1,1,FALSE,0,FALSE,0
contrib/spatial/src/test/org/apache/lucene/spatial/geometry/TestDistanceUnits.java,0,5,62,2,0,1,0,4,1,9,0,4,1,3,31,1,3,4,10,0,0,2,3,10,4,3,7,25,9,1.24,6,16,2,11,0,3,1,0,3,0,1,1,2,1.333333333,0,2,2,2,2,1.333333333,1,1,0.6,0,2,2,1,17,2,0.693548387,1,0,2,1,0,FALSE,0,FALSE,0
contrib/spatial/src/test/org/apache/lucene/spatial/tier/DistanceCheck.java,0,8,51,2,0,1,0,3,2,11,2,1,2,2,19,1,2,3,12,0,0,2,2,11,3,2,13,21,6,0.9,11,19,2,15,2,0,2,0,1,0,1,1,2,1,0,3,2.5,2,2,1.5,1,1,0.75,0,0,0,0,0,0,0.941176471,0,0,2,0,0,FALSE,0,FALSE,0
contrib/spatial/src/test/org/apache/lucene/spatial/tier/projections/SinusoidalProjectorTest.java,0,3,81,1,0,1,0,1,1,23,0,14,1,1,58,1,1,1,7,0,0,1,1,1,1,1,6,9,0,6.44,14,6,1,4,6,1,1,0,3,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,17,0,0.768292683,1,0,2,1,0,FALSE,0,FALSE,0
contrib/spatial/src/test/org/apache/lucene/spatial/tier/TestCartesian.java,3,23,585,8,0,1,0,56,3,33,0,6,3,18,125,9,18,56,157,4,9,8,11,282,56,18,162,366,176,0.34,105,338,8,282,4,18,3,63,3,0,31,2,16,5.666666667,1,27,8.222222222,1,72,8.944444444,1,2,0.821428571,0,1,1,1,4,4,0.347008547,1,0,5,1,2,TRUE,2,FALSE,0
