className,loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.w3c.dom.html.HTMLOptionElement,13,13,1,0,0,13,78,0,0,13,2.0,0.0,0,0.0,0.46153846200000004,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLBaseFontElementImpl,43,7,4,0,2,11,21,0,2,7,2.0,0.0,0,0.94,0.571428571,0,0,5.1428571430000005,1,0.8571,0,0.0,NON
org.apache.xml.serialize.HTMLSerializer,1196,18,2,1,7,79,109,2,5,11,0.588235294,0.5,0,0.8235294120000001,0.18627451,1,8,65.33333333,37,7.1111,0,0.0,NON
org.apache.xerces.validators.common.CMLeaf,147,9,2,0,7,23,0,2,5,2,0.375,1.0,1,0.533333333,0.355555556,1,2,15.11111111,2,0.8889,0,0.0,NON
org.apache.html.dom.HTMLLinkElementImpl,105,19,4,0,2,24,171,0,2,19,2.0,0.0,0,0.8392857140000001,0.39473684200000003,0,0,4.526315789,1,0.9474,0,0.0,NON
org.apache.xerces.domx.XGrammarWriter,2103,46,1,0,4,111,683,0,4,27,0.838888889,1.0,2,0.0,0.13777777800000002,0,0,44.54347826,19,4.0435,0,0.0,NON
org.w3c.dom.traversal.NodeFilter,17,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.11764705882352941,IL
org.apache.html.dom.HTMLOptionElementImpl,195,15,4,0,3,38,105,1,2,15,2.0,0.0,0,0.87037037,0.32,1,1,12.0,6,1.7333,0,0.0,NON
org.apache.wml.WMLOptgroupElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.w3c.dom.Notation,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,IL
org.apache.wml.WMLGoElement,8,8,1,0,2,8,28,1,1,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.utils.ChunkyByteArray,284,8,2,0,7,13,0,7,0,7,0.767857143,1.0,0,0.5625,0.40625,1,2,33.5,2,1.0,0,0.0,NON
org.apache.wml.dom.WMLPrevElementImpl,28,5,4,0,3,8,10,0,3,5,2.0,0.0,0,0.953488372,0.6,1,4,4.6,1,0.8,0,0.0,IL
org.apache.xerces.msg.ExceptionMessagesLocalizer,103,2,1,0,0,17,1,0,0,2,2.0,0.0,0,0.0,0.5,0,0,50.0,10,5.0,0,0.0,NON
org.apache.html.dom.HTMLParamElementImpl,52,9,4,0,2,13,36,0,2,9,2.0,0.0,0,0.9215686270000001,0.5555555560000001,1,1,4.777777778,1,0.8889,0,0.0,NON
org.w3c.dom.html.HTMLLabelElement,5,5,1,0,0,5,10,0,0,5,2.0,0.0,0,0.0,0.7,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.CharacterDataImpl,333,14,3,3,10,41,17,3,7,11,0.7179487179999999,0.666666667,1,0.806451613,0.480769231,1,2,22.57142857,6,1.5714,1,0.006006006006006006,NON
org.w3c.dom.html.HTMLInputElement,38,38,1,0,0,38,703,0,0,38,2.0,0.0,0,0.0,0.35526315799999997,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.utils.StringPool,2121,30,1,0,52,50,67,49,4,26,0.829022989,0.916666667,2,0.0,0.33888888899999997,0,0,68.9,9,3.1667,0,0.0,NON
org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,13,2,2,0,1,6,1,0,1,2,2.0,0.0,0,0.958333333,1.0,0,0,5.5,1,0.5,1,0.07692307692307693,NON
org.apache.xerces.readers.XMLCatalogHandler,102,11,1,1,1,18,15,1,0,11,0.5,1.0,0,0.0,0.43181818200000005,0,0,8.090909091,1,0.9091,0,0.0,NON
org.apache.xerces.msg.SchemaMessages,325,3,3,0,0,4,1,0,0,2,0.5,0.0,0,0.974358974,1.0,0,0,107.0,1,0.3333,0,0.0,NON
org.apache.xerces.utils.regex.Token,2172,49,1,9,16,87,866,15,11,2,0.995138889,0.36666666700000006,20,0.0,0.1875,0,0,42.10204082,24,2.2857,0,0.0,IL
org.apache.xerces.parsers.SAXParser,1384,48,2,1,10,122,568,2,8,41,0.90212766,1.0,6,0.737142857,0.141337386,2,9,27.625,3,1.0625,1,0.000722543352601156,NON
org.apache.xerces.validators.common.CMUniOp,60,5,2,0,5,11,0,2,3,1,0.25,1.0,1,0.666666667,0.45,1,2,10.8,1,0.8,0,0.0,NON
org.w3c.dom.DocumentType,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,0.3333333333333333,IL
org.apache.html.dom.HTMLTableElementImpl,471,36,4,0,6,58,630,1,6,35,1.0,1.0,2,0.728682171,0.214285714,0,0,12.02777778,7,2.0,0,0.0,NON
org.w3c.dom.range.Range,28,24,1,0,0,24,276,0,0,24,1.043478261,0.0,0,0.0,0.270833333,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLAccessElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.dom.DOMExceptionImpl,6,1,6,0,17,2,0,16,1,1,2.0,0.0,0,1.0,1.0,0,0,5.0,0,0.0,1,0.16666666666666666,IL
org.apache.xerces.utils.ISO8601Format,4,1,1,0,0,2,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0,0.0,NON
org.apache.xerces.validators.datatype.BinaryDatatypeValidator,393,7,2,0,7,27,15,1,6,6,0.740740741,1.0,1,0.444444444,0.333333333,1,1,53.85714286,1,0.7143,0,0.0,NON
org.apache.html.dom.HTMLBuilder,332,11,1,0,5,37,0,0,5,11,0.716666667,1.0,3,0.0,0.318181818,0,0,28.63636364,1,0.9091,0,0.0,IL
org.apache.wml.dom.WMLSelectElementImpl,118,21,4,0,3,28,210,0,3,21,2.0,0.0,0,0.8039215690000001,0.314285714,1,7,4.619047619,1,0.9524,0,0.0,IL
org.apache.html.dom.HTMLLegendElementImpl,52,5,4,0,2,10,10,0,2,5,2.0,0.0,0,0.959183673,0.6,0,0,9.4,3,1.6,0,0.0,NON
org.apache.xerces.validators.common.GrammarResolver,8,8,1,0,9,8,28,8,1,8,2.0,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0,0.0,NON
org.w3c.dom.html.HTMLMenuElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLTableColElementImpl,103,13,4,0,2,21,78,0,2,13,2.0,0.0,0,0.886792453,0.403846154,0,0,6.923076922999999,3,1.2308,0,0.0,NON
org.apache.xerces.validators.datatype.NOTATIONDatatypeValidator,56,8,2,0,5,15,26,1,4,7,0.7857142859999999,1.0,1,0.4,0.28571428600000004,0,0,5.75,1,0.75,0,0.0,NON
org.w3c.dom.Comment,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.html.dom.HTMLMenuElementImpl,17,3,4,0,2,6,3,0,2,3,2.0,0.0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,0,0.0,NON
org.apache.xerces.validators.datatype.StateMessageDatatype,3,3,1,0,7,3,3,7,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLFormElementImpl,98,17,4,0,3,23,136,0,3,17,0.9375,1.0,1,0.854545455,0.490196078,0,0,4.705882353,2,1.0,0,0.0,NON
org.apache.xml.serialize.IndentPrinter,403,17,2,0,3,34,0,1,2,16,0.4625,1.0,0,0.515151515,0.18300653600000003,1,15,22.41176471,8,2.2353,0,0.0,NON
org.apache.xerces.dom.DeferredCDATASectionImpl,44,3,5,0,4,9,0,1,4,1,0.75,0.5,0,0.969230769,0.5555555560000001,3,11,13.0,2,1.0,0,0.0,IL
org.apache.xml.serialize.DOMSerializer,3,3,1,0,2,3,3,2,0,3,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.dom.WMLPostfieldElementImpl,50,9,4,0,3,12,36,0,3,9,2.0,0.0,0,0.911111111,0.5555555560000001,1,5,4.555555556,1,0.8889,0,0.0,IL
org.apache.html.dom.HTMLQuoteElementImpl,17,3,4,0,2,6,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0,0.0,NON
org.apache.xerces.validators.common.XMLAttributeDecl,112,6,1,0,8,12,3,6,2,6,0.984615385,0.0,2,0.0,0.5,1,1,13.33333333,1,0.6667,0,0.0,NON
org.apache.xerces.validators.datatype.URIReferenceDatatypeValidator,608,7,2,0,8,30,17,1,7,6,0.740740741,1.0,2,0.444444444,0.333333333,0,0,84.57142857,1,0.7143,0,0.0,NON
org.w3c.dom.html.HTMLElement,10,10,1,0,0,10,45,0,0,10,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.xml.sax.Parser,7,7,1,0,0,7,21,0,0,7,2.0,0.0,0,0.0,0.25,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.dom.WMLDOMImplementationImpl,31,4,2,0,4,8,4,0,4,3,0.666666667,0.0,1,0.666666667,0.444444444,0,0,6.5,1,0.5,0,0.0,IL
org.w3c.dom.traversal.TreeWalker,13,13,1,0,0,13,78,0,0,13,2.0,0.0,0,0.0,0.538461538,0,0,0.0,1,1.0,1,0.15384615384615385,IL
org.w3c.dom.html.HTMLDirectoryElement,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.utils.regex.RegexParser,3171,50,1,1,15,105,711,2,13,3,0.850863422,0.076923077,0,0.0,0.194285714,0,0,61.64,55,2.48,0,0.0,IL
org.apache.wml.WMLDOMImplementation,0,0,1,0,1,0,0,1,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.xml.sax.EntityResolver,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.html.dom.HTMLHeadingElementImpl,17,3,4,0,2,6,3,0,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0,0.0,NON
org.apache.xerces.readers.StringReader,2599,30,2,0,11,64,0,1,10,22,0.522988506,0.833333333,3,0.2,0.201149425,1,2,85.23333333,4,1.3,0,0.0,NON
org.w3c.dom.html.HTMLDOMImplementation,1,1,1,0,0,1,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.WMLTimerElement,4,4,1,0,2,4,6,1,1,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.WMLHeadElement,0,0,1,0,2,0,0,1,1,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,IL
org.apache.html.dom.HTMLFrameElementImpl,96,17,4,0,2,23,136,0,2,17,2.0,0.0,0,0.854545455,0.397058824,0,0,4.647058824,1,0.9412,0,0.0,NON
org.apache.xerces.dom.DocumentImpl,1344,62,4,3,53,161,1649,48,25,49,0.9262295079999999,0.916666667,2,0.580882353,0.155107188,2,19,20.48387097,23,1.9516,1,0.001488095238095238,NAN
org.apache.xerces.dom.DeferredAttrImpl,60,4,3,0,5,13,0,1,5,1,0.666666667,0.5,0,0.9523809520000001,0.5,2,7,13.5,2,1.0,0,0.0,NON
org.apache.html.dom.HTMLStyleElementImpl,39,7,4,0,2,12,21,0,2,7,2.0,0.0,0,0.94,0.428571429,0,0,4.571428571,1,0.8571,0,0.0,NON
org.apache.xerces.readers.UCSReader,2556,31,2,0,15,60,0,1,14,24,0.81372549,0.647058824,3,0.194444444,0.18888888899999998,1,4,80.90322581,5,1.2581,0,0.0,NON
org.xml.sax.helpers.ParserFactory,25,3,1,0,0,8,3,0,0,2,2.0,0.0,0,0.0,0.333333333,0,0,7.333333333,1,0.6667,0,0.0,IL
org.w3c.dom.html.HTMLAppletElement,22,22,1,0,0,22,231,0,0,22,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLMapElementImpl,32,4,4,0,3,8,6,0,3,4,1.0,1.0,1,0.969072165,0.583333333,0,0,6.75,2,1.0,0,0.0,NON
org.xml.sax.Locator,4,4,1,0,0,4,6,0,0,4,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.w3c.dom.ProcessingInstruction,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1,0.6666666666666666,IL
org.apache.xerces.validators.datatype.InvalidDatatypeFacetException,64,8,4,0,17,12,0,16,1,8,0.28571428600000004,1.0,0,0.818181818,0.4375,0,0,6.75,1,0.5,0,0.0,NON
org.w3c.dom.html.HTMLAreaElement,16,16,1,0,0,16,120,0,0,16,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.NodeImpl,1123,66,1,3,25,106,1829,21,9,36,0.967521368,0.833333333,1,0.0,0.116550117,0,0,15.74242424,31,2.2727,1,0.0017809439002671415,NON
org.apache.xerces.dom.DeferredElementImpl,75,4,3,0,6,17,0,1,6,1,0.666666667,0.5,0,0.96,0.5,2,8,17.25,3,1.25,0,0.0,IL
org.apache.xerces.dom.CDATASectionImpl,13,3,4,1,3,4,3,2,2,3,1.5,0.0,0,0.967741935,0.5555555560000001,1,4,3.0,1,0.6667,0,0.0,NON
org.apache.html.dom.HTMLHeadElementImpl,17,3,4,0,2,6,3,1,2,3,2.0,0.0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0,0.0,NON
org.xml.sax.DocumentHandler,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.35416666700000005,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.dom.DeferredNotationImpl,59,3,3,0,5,12,0,1,5,1,0.75,0.5,0,0.961538462,0.5555555560000001,2,3,18.0,1,0.6667,0,0.0,IL
org.xml.sax.DTDHandler,2,2,1,0,0,2,1,0,0,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.WMLEmElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.validators.datatype.DecimalDatatypeValidator,1337,13,2,0,7,52,58,1,6,8,0.76984127,1.0,3,0.26666666699999997,0.2,0,0,100.2307692,4,1.0769,1,0.0007479431563201197,NON
org.w3c.dom.html.HTMLOptGroupElement,4,4,1,0,0,4,6,0,0,4,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.CommentImpl,13,3,3,1,3,4,3,2,2,3,1.5,0.0,0,0.9642857140000001,0.5555555560000001,1,4,3.0,1,0.6667,0,0.0,NON
org.apache.xerces.dom.DeferredTextImpl,44,3,4,0,4,9,0,1,4,1,0.75,0.5,0,0.967741935,0.5555555560000001,3,12,13.0,2,1.0,0,0.0,IL
org.apache.wml.dom.WMLImgElementImpl,127,23,4,0,3,26,253,0,3,23,2.0,0.0,0,0.788461538,0.52173913,1,6,4.52173913,1,0.9565,0,0.0,IL
org.apache.wml.dom.WMLTableElementImpl,73,13,4,0,3,18,78,0,3,13,2.0,0.0,0,0.872340426,0.403846154,1,6,4.615384615,1,0.9231,0,0.0,IL
javax.xml.parsers.FactoryConfigurationError,34,5,3,0,0,6,8,0,0,5,0.0,1.0,0,0.944444444,0.6,0,0,5.6,1,0.2,1,0.029411764705882353,NON
org.w3c.dom.html.HTMLParamElement,8,8,1,0,0,8,28,0,0,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,NON
org.apache.html.dom.HTMLImageElementImpl,151,27,4,0,2,33,351,0,2,27,2.0,0.0,0,0.783333333,0.38888888899999996,0,0,4.592592593,1,0.963,0,0.0,NON
org.xml.sax.helpers.XMLReaderAdapter,161,22,1,0,0,43,127,0,0,20,0.6984126979999999,0.0,3,0.0,0.15034965,0,0,6.181818182000001,2,0.9545,0,0.0,NON
org.apache.xerces.dom.LCount,42,3,1,0,6,7,1,6,0,0,0.5,0.0,0,0.0,0.5,0,0,11.66666667,2,0.6667,0,0.0,IL
org.w3c.dom.DocumentFragment,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1,inf,IL
org.apache.xerces.readers.UTF8CharReader,1583,9,3,0,5,16,0,0,5,0,0.579545455,1.0,0,0.826086957,0.36666666700000006,1,3,173.66666669999998,1,0.8889,0,0.0,NON
org.apache.html.dom.HTMLTableCellElementImpl,259,31,4,0,3,46,465,1,2,31,2.0,0.0,0,0.7580645159999999,0.309677419,0,0,7.35483871,6,1.3871,0,0.0,NON
org.apache.wml.WMLWmlElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xml.serialize.Serializer,6,6,1,0,5,6,15,3,2,6,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.utils.XMLMessageProvider,3,3,1,0,5,3,3,5,0,3,2.0,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.utils.regex.ParserForXMLSchema,804,39,2,0,10,72,277,1,9,2,1.0,1.0,0,0.571428571,0.184210526,1,12,19.46153846,12,1.5641,0,0.0,IL
org.xml.sax.ErrorHandler,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.utils.regex.BMPattern,574,8,1,0,1,14,0,1,0,5,0.14285714300000002,0.0,0,0.0,0.520833333,0,0,70.375,8,5.625,0,0.0,NON
org.apache.wml.WMLAElement,8,8,1,0,2,8,28,1,1,8,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.wml.dom.WMLElementImpl,93,11,3,35,39,20,55,36,4,7,2.0,0.0,0,0.87804878,0.436363636,2,3,7.454545455,3,1.2727,0,0.0,IL
org.apache.xerces.validators.datatype.FloatDatatypeValidator,728,12,2,0,7,42,50,1,6,7,0.710227273,1.0,3,0.28571428600000004,0.208333333,0,0,58.33333333,1,0.8333,0,0.0,NON
org.apache.wml.WMLBrElement,2,2,1,0,2,2,1,1,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.html.dom.CollectionIndex,28,4,1,0,1,5,0,1,0,0,0.0,1.0,0,0.0,0.625,0,0,5.75,2,1.0,0,0.0,NAN
org.apache.html.dom.NameNodeListImpl,76,2,2,0,4,10,1,1,3,1,2.0,0.0,0,0.75,0.625,2,2,37.0,11,5.5,0,0.0,IL
org.xml.sax.helpers.NamespaceSupport,238,13,1,0,0,30,4,0,0,11,0.7333333329999999,0.8,2,0.0,0.375,0,0,16.92307692,4,1.4615,0,0.0,NON
org.w3c.dom.events.MutationEvent,5,5,1,0,0,5,10,0,0,5,2.0,0.0,0,0.0,0.4,0,0,0.0,1,1.0,1,0.4,NON
org.apache.xml.serialize.SerializerFactory,108,8,1,1,3,20,22,1,3,6,0.9285714290000001,0.5,0,0.0,0.28571428600000004,0,0,12.25,1,0.75,0,0.0,NON
org.apache.wml.WMLElement,4,4,1,0,36,4,6,36,0,4,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xerces.validators.datatype.ENTITYDatatypeValidator,207,7,2,0,8,27,17,1,7,6,0.7666666670000001,0.8,3,0.444444444,0.333333333,0,0,27.85714286,1,0.7143,0,0.0,NON
org.apache.xerces.validators.schema.EquivClassComparator,167,3,1,0,10,13,0,5,5,2,0.166666667,1.0,2,0.0,0.5,0,0,53.66666667,1,0.3333,0,0.0,NON
org.w3c.dom.html.HTMLOListElement,6,6,1,0,0,6,15,0,0,6,2.0,0.0,0,0.0,0.375,0,0,0.0,1,1.0,0,0.0,NON
org.apache.xerces.dom.NodeIteratorImpl,374,13,1,0,2,24,8,1,2,9,0.6875,1.0,4,0.0,0.307692308,0,0,27.15384615,11,4.1538,1,0.00267379679144385,NON
org.apache.wml.dom.WMLGoElementImpl,72,13,4,0,3,16,78,0,3,13,2.0,0.0,0,0.872340426,0.538461538,1,4,4.538461538,1,0.9231,0,0.0,IL
org.apache.xerces.dom.DeferredProcessingInstructionImpl,40,3,3,0,4,8,0,1,4,1,0.75,0.5,0,0.9607843140000001,0.5555555560000001,2,7,11.66666667,1,0.6667,0,0.0,IL
org.w3c.dom.html.HTMLIsIndexElement,3,3,1,0,0,3,3,0,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0,0.0,NON
org.apache.wml.dom.WMLMetaElementImpl,84,15,4,0,3,20,105,0,3,15,2.0,0.0,0,0.854166667,0.4,1,4,4.6,1,0.9333,0,0.0,IL
org.apache.xerces.readers.AbstractCharReader,3041,33,2,2,16,70,0,3,14,20,0.565625,1.0,2,0.184210526,0.174479167,1,3,90.84848485,2,1.0606,1,0.0003288391976323578,NON
