@relation mahout-0.6.arff

@attribute AvgWMC numeric
@attribute CCMax numeric
@attribute CDE numeric
@attribute CIE numeric
@attribute NTM numeric
@attribute SDMC numeric
@attribute WMC numeric
@attribute AvgSLOC numeric
@attribute NA numeric
@attribute NAIMP numeric
@attribute NCM numeric
@attribute NIM numeric
@attribute NLM numeric
@attribute NM numeric
@attribute NMIMP numeric
@attribute NMNpub numeric
@attribute Nmpub numeric
@attribute NumPara numeric
@attribute loc numeric
@attribute stms numeric
@attribute AID numeric
@attribute CLD numeric
@attribute DIT numeric
@attribute DP numeric
@attribute DPA numeric
@attribute DPD numeric
@attribute NMA numeric
@attribute NMI numeric
@attribute NMO numeric
@attribute NOA numeric
@attribute NOC numeric
@attribute NOD numeric
@attribute NOP numeric
@attribute PII numeric
@attribute SIX numeric
@attribute SP numeric
@attribute SPA numeric
@attribute SPD numeric
@attribute CBO numeric
@attribute DAC numeric
@attribute DACquote numeric
@attribute ICP numeric
@attribute IHICP numeric
@attribute NIHICP numeric
@attribute bug {TRUE,FALSE}

@data
0.0,0,3.89170243391444,3.73405071092671,7,0.0,0,1.0,0,0,0,7,7,7,7,0,7,15,9,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,0,0,0,FALSE
0.0,0,3.18083298720544,2.8453509366224403,3,0.0,0,1.0,0,0,0,3,3,3,3,0,3,5,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,2.58496250072116,2.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.0,0,3.1699250014423104,2.8073549220576,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
0.0,0,2.58496250072116,2.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
0.0,0,2.58496250072116,2.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.6666666666666696,9,4.70986712190404,5.466436042668589,2,2.3094010767585003,24,14.2222222222222,3,3,3,6,9,9,9,5,4,20,137,108,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,7,0,0,4,0,4,TRUE
1.75,2,2.9735572622751896,3.42927507071071,1,0.43301270189221897,7,5.0,2,2,2,2,4,4,4,1,3,2,24,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,0,0,0,FALSE
1.1,3,4.65316095408916,5.267090643365769,9,0.7,11,4.2,2,2,1,9,10,10,10,2,8,15,53,34,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,0,0,0,FALSE
1.3,4,3.24991303975317,4.51442478078754,6,1.18743420870379,13,5.4,0,0,0,10,10,10,10,0,10,11,56,44,0,2,0,22,0,22,10,0,0,0,6,9,0,0.0,0.0,13,0,13,5,0,0,10,0,10,FALSE
2.3333333333333304,6,4.823374686661951,6.28107182714157,2,1.6996731711976,14,17.8333333333333,1,1,5,1,6,6,6,2,4,19,155,104,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,13,0,13,FALSE
1.0,1,3.84785717747325,2.8694450242673097,11,0.0,11,3.09090909090909,4,4,0,11,11,11,11,0,11,9,47,31,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,FALSE
5.5,10,3.02716911844062,6.07248780026593,1,4.5,11,47.0,1,1,1,1,2,2,2,1,1,1,97,67,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,12,1,1,24,0,24,FALSE
2.2380952380952404,8,4.50411073138666,5.68549332471649,11,1.92489361251502,47,8.76190476190476,3,3,3,18,21,21,21,2,19,26,190,161,0,0,0,0,0,0,21,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,4,0,4,FALSE
1.84615384615385,5,4.8974623556403,5.85216831238149,11,0.9880948137434707,48,8.73076923076923,18,9,24,2,26,56,26,19,7,58,319,192,2,0,2,0,0,0,26,30,0,2,0,0,1,0.213991769547325,0.0,0,0,0,4,9,1,49,16,33,FALSE
0.0,0,3.27095059445467,2.8510187230942297,4,0.0,0,1.0,0,0,0,4,4,4,4,0,4,9,7,5,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,1,0,0,0,0,0,FALSE
2.3333333333333304,3,3.24757673695581,4.83087808113824,0,0.471404520791032,7,18.3333333333333,1,1,0,3,3,3,3,0,3,3,73,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,5,0,5,FALSE
1.75,3,4.0849625007211605,4.689404984062,2,0.82915619758885,7,11.75,5,5,0,4,4,4,4,0,4,4,55,39,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,16,0,16,FALSE
2.0,4,3.6096684774198895,4.29862852144987,2,1.4142135623731005,6,7.66666666666667,0,0,0,3,3,3,3,0,3,6,28,16,0,1,0,0,0,0,3,0,0,0,2,2,0,0.0,0.0,2,0,2,5,0,0,14,0,14,FALSE
0.0,0,3.58271991599357,3.5523088232228703,6,0.0,0,1.8333333333333304,0,0,0,6,6,6,6,0,6,15,13,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,FALSE
2.0,3,3.64643934467102,5.07244874207758,1,0.8164965809277259,6,15.333333333333302,0,0,0,3,3,6,3,0,3,9,51,34,1,0,1,0,0,0,3,3,0,1,0,0,1,0.125,0.0,1,1,0,3,0,0,6,0,6,FALSE
1.0,1,4.22290749432188,4.56554210262917,12,0.0,12,2.9166666666666696,4,2,0,12,12,22,12,0,12,6,39,26,1,0,1,0,0,0,12,10,0,1,0,0,1,0.153846153846154,0.0,0,0,0,0,2,1,32,32,0,FALSE
3.0,3,2.84643934467102,3.07095059445467,0,0.0,3,11.0,0,0,0,1,1,1,1,0,1,2,14,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,4,0,4,FALSE
2.0,3,3.64643934467102,5.12927389107845,1,0.8164965809277259,6,16.3333333333333,0,0,0,3,3,6,3,0,3,9,54,37,1,0,1,0,0,0,3,3,0,1,0,0,1,0.125,0.0,1,1,0,3,0,0,6,0,6,FALSE
1.0,1,3.6898916687500094,3.61438305980901,5,0.0,5,3.8,2,2,0,5,5,5,5,0,5,7,23,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,0,0,0,FALSE
0.0,0,3.23436697977861,3.11163687070988,4,0.0,0,1.0,0,0,0,4,4,4,4,0,4,6,6,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
2.0,8,4.79384758255008,5.37004098582368,7,1.91485421551268,24,8.16666666666667,11,11,0,12,12,12,12,2,10,19,115,79,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,6,7,4,26,0,26,FALSE
1.0,1,2.54952345959783,2.5,4,0.0,4,2.5,0,0,0,4,4,4,4,0,4,4,12,8,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,0,0,0,0,0,0,FALSE
3.0,4,4.02519669803553,5.21117059020753,2,1.12815214963553,33,15.1818181818182,1,1,10,1,11,11,11,1,10,26,170,93,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,136,0,136,FALSE
7.0,13,3.653756708287,6.4942782552165,2,6.0,28,46.75,1,1,3,1,4,4,4,1,3,4,190,130,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,19,1,1,94,0,94,FALSE
3.25,10,3.91211389097223,5.84551555470227,3,3.8971143170299705,13,21.75,1,1,3,1,4,4,4,1,3,8,90,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,6,1,1,40,0,40,FALSE
2.5,5,3.9132696895151096,5.96449218153824,1,1.5,10,18.75,1,1,3,1,4,4,4,1,3,6,78,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,10,1,1,41,0,41,FALSE
4.0,6,4.3483943455364,5.5628419416869495,0,2.0,8,24.5,5,5,0,2,2,2,2,0,2,8,59,41,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,13,4,4,39,0,39,FALSE
2.0,2,2.8453509366224403,3.86672929667217,0,0.0,2,12.0,0,0,0,1,1,1,1,0,1,4,16,8,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,2,0,2,FALSE
2.0,2,3.75,4.3870593864331004,0,0.0,2,31.0,1,1,0,1,1,1,1,0,1,3,35,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,6,1,1,38,0,38,FALSE
1.0,1,3.75,5.37481621016144,1,0.0,1,46.0,1,1,0,1,1,1,1,0,1,3,50,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,11,0,11,FALSE
2.0,3,4.28039465412319,5.52237071814815,1,1.0,4,17.5,5,5,0,2,2,2,2,0,2,6,45,32,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,3,2,2,9,0,9,FALSE
2.0,2,2.8453509366224403,3.86672929667217,0,0.0,2,12.0,0,0,0,1,1,1,1,0,1,4,16,8,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,2,0,2,FALSE
2.0,2,3.75,4.3870593864331004,0,0.0,2,31.0,1,1,0,1,1,1,1,0,1,3,35,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,6,1,1,38,0,38,FALSE
1.0,1,3.75,5.36547208836337,1,0.0,1,48.0,1,1,0,1,1,1,1,0,1,3,52,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,11,0,11,FALSE
2.5,3,4.28039465412319,5.80707885413096,0,0.5,5,27.0,5,5,0,2,2,2,2,0,2,6,64,44,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,3,2,2,11,0,11,FALSE
2.0,2,2.8453509366224403,3.86672929667217,0,0.0,2,12.0,0,0,0,1,1,1,1,0,1,4,16,8,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,2,0,2,FALSE
1.0,1,3.01786505292067,0.0,1,0.0,1,1.0,13,13,0,1,1,1,1,1,0,0,16,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,13,1,0,0,0,FALSE
2.0,2,2.8453509366224403,3.86672929667217,0,0.0,2,12.0,0,0,0,1,1,1,1,0,1,4,16,8,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,2,0,2,FALSE
1.0,1,3.27761343681912,4.67999655778848,1,0.0,1,22.0,0,0,0,1,1,1,1,0,1,3,25,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,10,0,0,2,0,2,FALSE
4.5,7,4.25343438618878,5.825405643429401,0,2.5,9,46.0,4,4,0,2,2,2,2,0,2,6,100,69,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,5,3,3,11,0,11,FALSE
4.5,7,3.75162916738782,4.549378445675769,0,2.5,9,13.0,1,1,0,2,2,2,2,2,0,7,31,19,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,1,1,11,0,11,FALSE
7.0,12,4.28679019882711,5.10247522565916,0,5.0,14,25.5,6,6,0,2,2,2,2,0,2,6,62,44,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,4,2,2,22,0,22,FALSE
0.0,0,2.94770277922009,2.75,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
1.0,1,3.75,5.19694388131,1,0.0,1,35.0,1,1,0,1,1,1,1,0,1,3,39,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,9,1,1,6,0,6,FALSE
4.5,6,4.20773834740582,5.41978483313765,0,1.5,9,21.5,4,4,0,2,2,2,2,0,2,6,52,34,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,4,4,17,0,17,FALSE
2.0,2,3.75162916738782,4.4833180299907,0,0.0,4,8.5,1,1,0,2,2,2,2,2,0,7,22,11,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,1,1,3,0,3,FALSE
5.0,5,3.45281953111478,4.39473966305518,0,0.0,5,23.0,1,1,0,1,1,1,1,0,1,4,28,17,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,2,1,1,6,0,6,FALSE
1.0,1,3.27761343681912,4.6097897601363895,1,0.0,1,20.0,0,0,0,1,1,1,1,0,1,3,23,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,7,0,0,2,0,2,FALSE
1.0,1,2.8453509366224403,4.32486295761736,1,0.0,1,16.0,0,0,0,1,1,1,1,0,1,4,20,13,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,2,0,0,15,0,15,FALSE
3.0,4,3.75162916738782,4.57688164126899,0,1.0,6,11.5,1,1,0,2,2,2,2,2,0,7,28,15,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,1,1,8,0,8,FALSE
2.0,2,2.8453509366224403,3.86672929667217,0,0.0,2,12.0,0,0,0,1,1,1,1,0,1,4,16,8,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,2,0,2,FALSE
6.0,11,2.92192809488736,3.97077993000546,1,5.0,12,17.0,0,0,0,2,2,2,2,0,2,2,37,26,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,2,0,0,32,0,32,FALSE
2.0,3,3.50689059560852,4.01561176050458,1,1.0,4,6.5,0,0,0,2,2,2,2,0,2,4,17,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,7,0,7,FALSE
2.0,3,3.54659356429494,5.31769696532039,1,1.0,4,13.0,1,1,1,1,2,2,2,1,1,3,29,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,10,0,10,FALSE
1.0,1,3.68418371977919,3.858957286668641,2,0.0,2,6.0,4,4,0,2,2,2,2,0,2,3,18,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,4,0,4,FALSE
1.7,2,4.36401162952043,4.98539106157149,3,0.458257569495584,17,6.8,0,0,9,1,10,10,10,1,9,15,70,60,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,7,0,7,FALSE
2.35714285714286,7,4.9610067048198605,5.5891196192345705,5,1.63038745864476,33,8.642857142857139,1,1,2,12,14,14,14,2,12,12,128,97,0,0,0,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0,0,0,6,1,1,30,0,30,FALSE
2.5,4,1.92192809488736,3.05953796472579,1,1.5,5,8.5,0,0,1,1,2,2,2,1,1,2,19,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
6.55555555555556,36,5.03978490066777,5.7969554163584815,5,10.8229294772319,59,27.0,11,11,2,7,9,9,9,3,6,13,257,202,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,12,3,3,176,0,176,FALSE
5.5,13,4.43261982635356,5.39486625661137,2,4.6457866215887815,33,21.1666666666667,5,5,2,4,6,6,6,3,3,9,135,111,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,11,2,2,88,0,88,FALSE
0.0,0,2.8073549220576,2.58496250072116,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
1.95,5,4.84220412978044,5.24567142402862,9,1.11691539518443,39,6.5,2,2,0,20,20,20,20,0,20,15,137,115,0,0,0,0,0,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,26,0,26,FALSE
3.0,5,3.23592635062903,4.62924937807282,1,2.0,6,14.0,2,2,0,2,2,2,2,0,2,2,32,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,4,2,2,16,0,16,FALSE
5.0,9,4.6420846845805,5.704464621820541,1,2.44948974278318,30,20.6666666666667,2,2,5,1,6,6,6,2,4,17,128,96,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,2,32,0,32,FALSE
2.4,5,3.23592635062903,4.02195175514461,1,1.35646599662505,12,6.8,0,0,4,1,5,5,5,1,4,7,36,33,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.18181818181818,8,5.52958552710878,5.62463719250234,14,1.94553950536661,48,7.86363636363636,5,5,4,18,22,22,22,3,19,20,202,152,0,0,0,0,0,0,22,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,2,17,0,17,FALSE
1.0,1,1.92192809488736,1.5,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,1,5,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,0,0,0,0,0,0,FALSE
3.75,7,3.7622673906514894,4.84388443200182,2,2.77263412660235,15,11.75,1,1,3,1,4,4,4,1,3,4,50,40,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,6,0,6,FALSE
1.4,3,3.49922754713269,3.38158048830916,4,0.8,7,4.4,1,1,0,5,5,5,5,0,5,5,27,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,FALSE
0.75,1,2.9056390622295694,3.09436093777043,4,0.43301270189221897,3,2.5,0,0,3,1,4,4,4,0,4,7,12,8,0,1,0,3,0,3,4,0,0,0,3,3,0,0.0,0.0,0,0,0,4,0,0,9,0,9,FALSE
1.0,1,2.9139770731827497,2.52164063634332,2,0.0,2,3.5,2,2,0,2,2,5,2,0,2,3,12,8,1,0,1,1,1,0,1,3,1,1,0,0,1,0.166666666666667,0.2,0,0,0,1,0,0,2,0,2,FALSE
1.0,1,2.9139770731827497,2.52164063634332,2,0.0,2,3.5,2,2,0,2,2,5,2,0,2,3,12,8,1,0,1,1,1,0,1,3,1,1,0,0,1,0.166666666666667,0.2,0,0,0,1,0,0,2,0,2,FALSE
1.0,1,2.9139770731827497,2.52164063634332,2,0.0,2,3.5,2,2,0,2,2,5,2,0,2,3,12,8,1,0,1,1,1,0,1,3,1,1,0,0,1,0.166666666666667,0.2,0,0,0,1,0,0,2,0,2,FALSE
1.23809523809524,5,4.93560961180276,5.795552306876731,17,0.9712418121129108,26,5.857142857142861,7,7,11,10,21,21,21,11,10,26,132,96,0,2,0,8,0,8,21,0,0,0,2,4,0,0.0,0.0,0,0,0,5,6,5,10,0,10,FALSE
2.0,4,5.980965225704192,5.79346240463838,3,1.26491106406735,10,14.4,8,8,0,5,5,5,5,2,3,7,131,103,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,6,7,3,12,0,12,FALSE
1.0,1,4.26531953111478,4.20671763048358,5,0.0,5,4.2,3,3,0,5,5,5,5,5,0,4,27,19,1,2,1,2,0,2,5,0,0,1,2,4,1,0.138888888888889,0.0,1,0,1,3,1,1,6,0,6,FALSE
1.72727272727273,3,4.16042009114617,4.4102170158201535,7,0.962091385841669,19,5.36363636363636,2,2,0,11,11,11,11,0,11,6,69,44,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,10,0,10,FALSE
1.6,3,4.378240189894799,5.66644872073269,3,0.8,8,7.8,7,0,1,4,5,22,5,3,2,11,43,35,1,0,1,2,2,0,3,17,2,1,0,0,1,0.160087719298246,0.0909090909090909,0,0,0,8,0,0,22,11,11,FALSE
2.0,4,5.4818973292434,5.11060702240513,3,1.26491106406735,10,8.4,4,4,1,4,5,5,5,2,3,6,165,110,1,0,1,0,0,0,5,0,0,1,0,0,1,0.138888888888889,0.0,0,0,0,4,3,3,16,0,16,FALSE
1.6,3,4.755296291774871,5.453887251692691,3,0.8,8,7.0,6,3,1,4,5,9,5,3,2,9,42,30,2,0,2,1,1,0,4,4,1,2,0,0,1,0.244444444444444,0.222222222222222,0,0,0,9,3,3,24,5,19,FALSE
2.0,6,4.03914867190307,5.4993998423482005,4,2.0,10,11.8,7,0,1,4,5,22,5,3,2,15,63,44,1,1,1,4,2,2,3,17,2,1,2,2,1,0.160087719298246,0.0909090909090909,1,0,1,9,0,0,24,13,11,FALSE
1.8333333333333304,3,5.119331261111519,5.49212396947348,3,0.8975274678557509,11,9.0,10,7,1,5,6,10,6,4,2,12,66,53,2,1,2,1,1,0,5,4,1,2,2,2,1,0.251851851851852,0.2,1,1,0,8,4,4,33,6,27,TRUE
1.0,1,2.9056390622295694,2.92797876480193,6,0.0,6,3.0,1,1,0,6,6,6,6,0,6,4,22,15,1,0,1,0,0,0,6,0,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.81818181818182,3,4.29614837474762,5.13967584099993,5,0.833195580901062,20,6.36363636363636,3,3,0,11,11,14,11,3,8,7,84,60,1,0,1,6,6,0,5,3,6,1,0,0,1,0.3611111111111111,0.42857142857142894,0,0,0,3,1,1,16,4,12,FALSE
1.18181818181818,3,4.20177194630073,4.590186520874929,10,0.5749595745760689,13,3.54545454545455,2,2,0,11,11,14,11,3,8,5,52,30,1,0,1,6,6,0,5,3,6,1,0,0,1,0.3611111111111111,0.42857142857142894,0,0,0,2,0,0,0,0,0,FALSE
0.666666666666667,4,4.536670255656532,4.7899174405613705,8,1.24721912892465,6,3.55555555555556,0,0,1,8,9,9,9,3,6,4,41,26,0,1,0,18,0,18,9,0,0,0,3,3,0,0.0,0.0,0,0,0,5,0,0,4,0,4,FALSE
1.27272727272727,3,4.33021732584873,4.78678924044799,9,0.6165754530113879,14,4.63636363636364,4,4,0,11,11,14,11,3,8,8,66,42,1,0,1,6,6,0,5,3,6,1,0,0,1,0.3611111111111111,0.42857142857142894,0,0,0,2,2,1,20,18,2,FALSE
1.6666666666666698,2,4.06148218672077,4.3968539987372,1,0.471404520791032,5,6.0,3,3,1,2,3,3,3,1,2,5,23,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,3,3,7,0,7,FALSE
2.75,4,3.40398944648526,4.65103590859944,1,1.29903810567666,11,14.0,2,1,0,4,4,4,4,1,3,8,60,50,1,0,1,1,1,0,3,0,1,1,0,0,1,0.4583333333333329,0.25,0,0,0,4,0,0,41,0,41,FALSE
0.0,0,3.1699250014423104,2.3219280948873595,1,0.0,0,1.0,1,1,0,1,1,1,1,0,1,2,4,3,0,1,0,3,0,3,1,0,0,0,3,3,0,0.0,0.0,0,0,0,2,0,0,0,0,0,FALSE
2.42857142857143,4,3.82069450116262,4.974488076381781,2,1.1780301787478995,17,12.5714285714286,4,3,3,4,7,7,7,3,4,15,94,83,1,0,1,1,1,0,6,0,1,1,0,0,1,0.4761904761904761,0.14285714285714302,0,0,0,5,0,0,58,0,58,FALSE
3.5,7,4.22902119471713,5.1514238399495085,0,2.0615528128088303,14,22.75,1,0,3,1,4,4,4,2,2,9,104,93,1,0,1,1,1,0,3,0,1,1,0,0,1,0.4583333333333329,0.25,0,0,0,5,0,0,50,0,50,FALSE
1.0,1,3.13071798792737,3.28398095677365,6,0.0,6,3.3333333333333304,3,3,0,6,6,6,6,0,6,5,26,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,FALSE
1.6666666666666698,3,4.27233106490515,6.08846947391742,3,0.7453559924999301,10,12.166666666666698,1,1,5,1,6,6,6,5,1,11,76,55,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,6,1,1,16,0,16,FALSE
2.0,5,3.56775606017056,5.984769334758449,3,1.54919333848297,10,14.0,1,1,4,1,5,5,5,1,4,11,73,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,14,0,14,FALSE
1.75,3,4.0560209680578785,5.917374775127809,2,0.82915619758885,7,12.75,1,1,1,3,4,4,4,2,2,5,55,42,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,2,1,1,10,0,10,FALSE
2.3333333333333304,4,5.7199972451753,5.490856450250139,1,1.24721912892465,7,16.3333333333333,4,4,0,3,3,3,3,0,3,5,147,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,6,4,2,11,0,11,FALSE
3.55555555555556,13,4.09300995655467,5.47936147510763,5,4.32335032407638,32,17.1111111111111,0,0,8,1,9,9,9,5,4,23,156,133,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,7,0,0,29,0,29,FALSE
4.0,8,3.58418371977919,6.50865604985129,1,2.94392028877595,12,30.0,1,1,2,1,3,3,3,2,1,6,93,76,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,16,0,16,FALSE
1.28571428571429,2,4.1136085007312415,4.57588842584776,5,0.4517539514526261,9,5.0,4,4,0,7,7,7,7,0,7,9,42,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,FALSE
2.0,6,4.10346518960165,4.82711579381614,3,2.34520787991171,8,9.5,2,2,0,4,4,4,4,2,2,9,42,33,0,1,0,2,0,2,4,0,0,0,2,2,0,0.0,0.0,0,0,0,6,2,2,15,0,15,FALSE
1.5,2,3.90576458465545,4.08036839543271,1,0.5,3,8.0,4,2,0,2,2,5,2,1,1,8,21,15,1,0,1,1,1,0,1,3,1,1,0,0,1,0.166666666666667,0.2,0,0,0,2,1,1,9,5,4,FALSE
1.0,1,1.92192809488736,1.5,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,1,5,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,0,0,0,0,0,0,FALSE
2.25,6,3.88815450741941,4.5111059710738,3,2.1650635094611,9,8.5,4,2,0,4,4,7,4,1,3,11,39,27,1,0,1,1,1,0,3,3,1,1,0,0,1,0.208333333333333,0.14285714285714302,0,0,0,3,1,1,12,5,7,FALSE
2.2,8,4.32172123104524,5.26105687014265,7,2.2715633383201097,22,10.4,9,9,0,10,10,10,10,0,10,7,115,92,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,4,3,3,37,0,37,FALSE
